row_label_raw,row_label_full,Đầu tư nằm giữ đến ngày đáo hạn,31/12/2020 > Giá gốc > 44.595.000.000,31/12/2020 > Giá trị ghi sổ > 44.595.000.000,01/01/2020 > Giá gốc > 66.403.931.812,01/01/2020 > Giá trị ghi sổ > 66.403.931.812,numeric__31/12/2020 > Giá gốc > 44.595.000.000,numeric__31/12/2020 > Giá trị ghi sổ > 44.595.000.000,numeric__01/01/2020 > Giá gốc > 66.403.931.812,numeric__01/01/2020 > Giá trị ghi sổ > 66.403.931.812
Ngắn hạn,Ngắn hạn,Ngắn hạn,39.595.000.000,39.595.000.000,61.403.931.812,61.403.931.812,39595000000.0,39595000000.0,61403931812.0,61403931812.0
Tiền gửi có kỳ hạn (i),Tiền gửi có kỳ hạn (i),Tiền gửi có kỳ hạn (i),39.595.000.000,39.595.000.000,61.403.931.812,61.403.931.812,39595000000.0,39595000000.0,61403931812.0,61403931812.0
Dài hạn,Dài hạn,Dài hạn,5.000.000.000,5.000.000.000,5.000.000.000,5.000.000.000,5000000000.0,5000000000.0,5000000000.0,5000000000.0
Trái phiếu (ii),Trái phiếu (ii),Trái phiếu (ii),5.000.000.000,5.000.000.000,5.000.000.000,5.000.000.000,5000000000.0,5000000000.0,5000000000.0,5000000000.0
