row_label_raw,row_label_full,col_0,Năm 2020VND,Năm 2019VND,numeric__Năm 2020VND,numeric__Năm 2019VND
Vay,Vay,Vay,78.160.720.828,27.450.000.000,78160720828.0,27450000000.0
Công ty TNHH T'Hospital,Công ty TNHH T'Hospital,Công ty TNHH T'Hospital,-,13.150.000.000,,13150000000.0
Phạm Quang Dũng,Phạm Quang Dũng,Phạm Quang Dũng,55.476.821.226,2.900.000.000,55476821226.0,2900000000.0
Trần Hải Yến,Trần Hải Yến,Trần Hải Yến,-,-,,
Trần Thanh Long,Trần Hải Yến > Trần Thanh Long,Trần Thanh Long,10.054.462.122,400.000.000,10054462122.0,400000000.0
Công ty TNHH MTV Tasco Hải Phòng,Trần Hải Yến > Công ty TNHH MTV Tasco Hải Phòng,Công ty TNHH MTV Tasco Hải Phòng,11.629.437.480,9.000.000.000,11629437480.0,9000000000.0
Nguyễn Trung Tiến,Trần Hải Yến > Nguyễn Trung Tiến,Nguyễn Trung Tiến,1.000.000.000,2.000.000.000,1000000000.0,2000000000.0
Cho vay,Trần Hải Yến > Cho vay,Cho vay,118.246.300.000,119.886.341.000,118246300000.0,119886341000.0
Công ty TNHH Thu phí tự động VETC,Trần Hải Yến > Công ty TNHH Thu phí tự động VETC,Công ty TNHH Thu phí tự động VETC,94.080.000.000,87.807.000.000,94080000000.0,87807000000.0
Công ty Cổ phần Bệnh viện Mất Hà Nội cơ sở 2,Trần Hải Yến > Công ty Cổ phần Bệnh viện Mất Hà Nội cơ sở 2,Công ty Cổ phần Bệnh viện Mất Hà Nội cơ sở 2,3.000.000.000,7.100.000.000,3000000000.0,7100000000.0
Công ty TNHH BOT Hùng Thắng-Phú Thọ,Trần Hải Yến > Công ty TNHH BOT Hùng Thắng-Phú Thọ,Công ty TNHH BOT Hùng Thắng-Phú Thọ,900.000.000,5.522.000.000,900000000.0,5522000000.0
Công ty TNHH MTV Tasco 6,Trần Hải Yến > Công ty TNHH MTV Tasco 6,Công ty TNHH MTV Tasco 6,3.666.300.000,18.257.341.000,3666300000.0,18257341000.0
Công ty TNHH Một thành viên Tasco Quảng Bình,Trần Hải Yến > Công ty TNHH Một thành viên Tasco Quảng Bình,Công ty TNHH Một thành viên Tasco Quảng Bình,5.000.000.000,-,5000000000.0,
Công ty TNHH MTV Tasco Hải Phòng,Trần Hải Yến > Công ty TNHH MTV Tasco Hải Phòng,Công ty TNHH MTV Tasco Hải Phòng,11.600.000.000,-,11600000000.0,
Công ty cổ phần VETC,Trần Hải Yến > Công ty cổ phần VETC,Công ty cổ phần VETC,-,1.200.000.000,,1200000000.0
Chi phí lãi vay,Trần Hải Yến > Chi phí lãi vay,Chi phí lãi vay,13.656.043.453,10.264.623.411,13656043453.0,10264623411.0
Công ty TNHH T'Hospital,Trần Hải Yến > Công ty TNHH T'Hospital,Công ty TNHH T'Hospital,4.046.493.151,3.909.829.453,4046493151.0,3909829453.0
Công ty TNHH MTV Tasco Hải Phòng,Trần Hải Yến > Công ty TNHH MTV Tasco Hải Phòng,Công ty TNHH MTV Tasco Hải Phòng,632.642.915,2.545.084.269,632642915.0,2545084269.0
Phạm Quang Dũng,Trần Hải Yến > Phạm Quang Dũng,Phạm Quang Dũng,7.763.345.265,3.021.544.365,7763345265.0,3021544365.0
Trần Thanh Long,Trần Hải Yến > Trần Thanh Long,Trần Thanh Long,1.213.562.122,788.165.324,1213562122.0,788165324.0
