row_label_raw,row_label_full,col_0,01/01/2020,Năm 2020 > Số phải nộp trong năm,Năm 2020 > Số thực nộp trong năm,31/12/2020,numeric__01/01/2020,numeric__Năm 2020 > Số phải nộp trong năm,numeric__Năm 2020 > Số thực nộp trong năm,numeric__31/12/2020
Phải nộp,Phải nộp,Phải nộp,11.681.356.582,840.656.688.151,833.426.902.993,18.911.141.740,11681356582.0,840656688151.0,833426902993.0,18911141740.0
Thuế GTGT,Thuế GTGT,Thuế GTGT,5.143.617.357,18.731.793.037,23.074.226.175,801.184.219,5143617357.0,18731793037.0,23074226175.0,801184219.0
Thuế TNDN (*),Thuế TNDN (*),Thuế TNDN (*),6.414.101.392,33.727.281.764,22.217.100.018,17.924.283.138,6414101392.0,33727281764.0,22217100018.0,17924283138.0
Thuế TNCN,Thuế TNCN,Thuế TNCN,123.637.833,2.990.527.343,2.928.490.793,185.674.383,123637833.0,2990527343.0,2928490793.0,185674383.0
"Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",-,785.207.086.007,785.207.086.007,-,,785207086007.0,785207086007.0,
Phải thu,Phải thu,Phải thu,96.933.800,96.933.800,8.726.100,8.726.100,96933800.0,96933800.0,8726100.0,8726100.0
Thuế GTGT,Thuế GTGT,Thuế GTGT,96.933.800,96.933.800,8.726.100,8.726.100,96933800.0,96933800.0,8726100.0,8726100.0
