row_label_raw,row_label_full,31/12/2020,Dưới 1 nămVND,Từ 1-5 nămVND,TổngVND,numeric__Dưới 1 nămVND,numeric__Từ 1-5 nămVND,numeric__TổngVND
Phải trả người bán và phải trả khác,Phải trả người bán và phải trả khác,Phải trả người bán và phải trả khác,276.846.983.087,634.864.991.683,911.711.974.770,276846983087.0,634864991683.0,911711974770.0
Chi phí phải trả,Chi phí phải trả,Chi phí phải trả,55.927.453.139,-,55.927.453.139,55927453139.0,,55927453139.0
Các khoản vay,Các khoản vay,Các khoản vay,171.200.856.762,299.497.288.009,470.698.144.771,171200856762.0,299497288009.0,470698144771.0
01/01/2020,01/01/2020,01/01/2020,Dưới 1 nămVND,Từ 1-5 nămVND,TổngVND,,,
Phải trả người bán và phải trả khác,01/01/2020 > Phải trả người bán và phải trả khác,Phải trả người bán và phải trả khác,986.195.783.097,561.641.144.654,1.547.836.927.751,986195783097.0,561641144654.0,1547836927751.0
Chi phí phải trả,01/01/2020 > Chi phí phải trả,Chi phí phải trả,73.128.736.226,-,73.128.736.226,73128736226.0,,73128736226.0
Các khoản vay,01/01/2020 > Các khoản vay,Các khoản vay,174.602.445.477,363.027.515.341,537.629.960.818,174602445477.0,363027515341.0,537629960818.0
