row_label_raw,row_label_full,col_0,31/12/2020 > Giá gốc,31/12/2020 > Giá trị hợp lý,31/12/2020 > Dự phòng,01/01/2020 > Giá gốc,01/01/2020 > Giá trị hợp lý,01/01/2020 > Dự phòng,numeric__31/12/2020 > Giá gốc,numeric__31/12/2020 > Giá trị hợp lý,numeric__31/12/2020 > Dự phòng,numeric__01/01/2020 > Giá gốc,numeric__01/01/2020 > Giá trị hợp lý,numeric__01/01/2020 > Dự phòng
"Đầu tư vào Công ty liên doanh, liên kết","Đầu tư vào Công ty liên doanh, liên kết","Đầu tư vào Công ty liên doanh, liên kết",333.525.205.000,(1),(24.957.700.000),455.079.205.000,(1),(2.873.833.698),333525205000.0,-1.0,-24957700000.0,455079205000.0,-1.0,-2873833698.0
Công ty Cổ phần Tasco Năng Lượng (4),Công ty Cổ phần Tasco Năng Lượng (4),Công ty Cổ phần Tasco Năng Lượng (4),-,,-,121.800.000.000,,-,,,,121800000000.0,,
Tổng công ty Thăng Long - CTCP,Tổng công ty Thăng Long - CTCP,Tổng công ty Thăng Long - CTCP,239.567.505.000,,-,239.567.505.000,,-,239567505000.0,,,239567505000.0,,
Công ty TNHH BOT Hùng Thắng -Phú Thọ,Công ty TNHH BOT Hùng Thắng -Phú Thọ,Công ty TNHH BOT Hùng Thắng -Phú Thọ,69.000.000.000,,-,69.000.000.000,,-,69000000000.0,,,69000000000.0,,
Công ty Cổ phần Bất động sản Thái An (5),Công ty Cổ phần Bất động sản Thái An (5),Công ty Cổ phần Bất động sản Thái An (5),21.157.700.000,,(21.157.700.000),20.911.700.000,,(2.336.336.527),21157700000.0,,-21157700000.0,20911700000.0,,-2336336527.0
Công ty Cổ phần Tasco Thăng Long,Công ty Cổ phần Tasco Thăng Long,Công ty Cổ phần Tasco Thăng Long,1.800.000.000,,(1.800.000.000),1.800.000.000,,-,1800000000.0,,-1800000000.0,1800000000.0,,
Công ty Cổ phần D - Tech,Công ty Cổ phần D - Tech,Công ty Cổ phần D - Tech,2.000.000.000,,(2.000.000.000),2.000.000.000,,(537.497.171),2000000000.0,,-2000000000.0,2000000000.0,,-537497171.0
Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,22.800.000.000,(1),-,24.130.000.000,(1),(1.330.000.000),22800000000.0,-1.0,,24130000000.0,-1.0,-1330000000.0
Công ty Cổ phần COTABIG,Công ty Cổ phần COTABIG,Công ty Cổ phần COTABIG,300.000.000,,-,300.000.000,,-,300000000.0,,,300000000.0,,
Công ty Cổ phần Đầu tư Phát triển nhà và đô thị HUD 8,Công ty Cổ phần Đầu tư Phát triển nhà và đô thị HUD 8,Công ty Cổ phần Đầu tư Phát triển nhà và đô thị HUD 8,4.500.000.000,,-,4.500.000.000,,-,4500000000.0,,,4500000000.0,,
Công ty Cổ phần TIC (6),Công ty Cổ phần TIC (6),Công ty Cổ phần TIC (6),-,,-,1.330.000.000,,(1.330.000.000),,,,1330000000.0,,-1330000000.0
Công ty TNHH Môi trường Tasco Cù Chi,Công ty TNHH Môi trường Tasco Cù Chi,Công ty TNHH Môi trường Tasco Cù Chi,18.000.000.000,,,18.000.000.000,,,18000000000.0,,,18000000000.0,,
