row_label_raw,row_label_full,CHỈ TIÊU,MS,TM,Năm 2020VND,Năm 2019VND,numeric__MS,numeric__TM,numeric__Năm 2020VND,numeric__Năm 2019VND
I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,
1. Lợi nhuận trước thuế,I. Lưu chuyển tiền từ hoạt động kinh doanh > 1. Lợi nhuận trước thuế,1. Lợi nhuận trước thuế,01,,33.239.568.006,86.522.680.244,1.0,,33239568006.0,86522680244.0
2. Điều chỉnh cho các khoản,I. Lưu chuyển tiền từ hoạt động kinh doanh > 2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,,,(141.745.073.987),(110.855.248.582),,,-141745073987.0,-110855248582.0
Khấu hao TSCĐ và BĐSĐT,I. Lưu chuyển tiền từ hoạt động kinh doanh > Khấu hao TSCĐ và BĐSĐT,Khấu hao TSCĐ và BĐSĐT,02,,(2.135.571.597),2.877.555.845,2.0,,-2135571597.0,2877555845.0
Các khoản dự phòng,I. Lưu chuyển tiền từ hoạt động kinh doanh > Các khoản dự phòng,Các khoản dự phòng,03,,16.114.584.342,11.618.399.853,3.0,,16114584342.0,11618399853.0
"Lãi, lỗ từ hoạt động đầu tư","I. Lưu chuyển tiền từ hoạt động kinh doanh > Lãi, lỗ từ hoạt động đầu tư","Lãi, lỗ từ hoạt động đầu tư",05,,(155.725.260.310),(126.105.702.325),5.0,,-155725260310.0,-126105702325.0
Chi phí lãi vay,I. Lưu chuyển tiền từ hoạt động kinh doanh > Chi phí lãi vay,Chi phí lãi vay,06,,1.173.578,754.498.045,6.0,,1173578.0,754498045.0
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,I. Lưu chuyển tiền từ hoạt động kinh doanh > 3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,,(108.505.505.981),(24.332.568.338),8.0,,-108505505981.0,-24332568338.0
"Tăng, giảm các khoản phải thu","I. Lưu chuyển tiền từ hoạt động kinh doanh > Tăng, giảm các khoản phải thu","Tăng, giảm các khoản phải thu",09,,789.904.648.208,(47.615.537.937),9.0,,789904648208.0,-47615537937.0
"Tăng, giảm hàng tồn kho","I. Lưu chuyển tiền từ hoạt động kinh doanh > Tăng, giảm hàng tồn kho","Tăng, giảm hàng tồn kho",10,,(51.717.568.478),155.206.280,10.0,,-51717568478.0,155206280.0
"Tăng, giảm các khoản phải trả","I. Lưu chuyển tiền từ hoạt động kinh doanh > Tăng, giảm các khoản phải trả","Tăng, giảm các khoản phải trả",11,,(500.271.960.586),139.658.800.466,11.0,,-500271960586.0,139658800466.0
"Tăng, giảm chi phí trả trước","I. Lưu chuyển tiền từ hoạt động kinh doanh > Tăng, giảm chi phí trả trước","Tăng, giảm chi phí trả trước",12,,(95.478.816),372.523.181,12.0,,-95478816.0,372523181.0
Tiền lãi vay đã trả,I. Lưu chuyển tiền từ hoạt động kinh doanh > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,,(1.173.578),(765.376.387),14.0,,-1173578.0,-765376387.0
Thuế thu nhập doanh nghiệp đã nộp,I. Lưu chuyển tiền từ hoạt động kinh doanh > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,,(22.217.100.018),(22.636.675.816),15.0,,-22217100018.0,-22636675816.0
Tiền thu khác từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh > Tiền thu khác từ hoạt động kinh doanh,Tiền thu khác từ hoạt động kinh doanh,16,,-,44.000.000,16.0,,,44000000.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,107.095.860.751,44.880.371.449,20.0,,107095860751.0,44880371449.0
II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","II. Lưu chuyển tiền từ hoạt động đầu tư > 1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",21,,(18.200.021.869),(17.071.242.255),21.0,,-18200021869.0,-17071242255.0
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác","II. Lưu chuyển tiền từ hoạt động đầu tư > 2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác","2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",22,,12.890.200.000,2.547.196.200,22.0,,12890200000.0,2547196200.0
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","II. Lưu chuyển tiền từ hoạt động đầu tư > 3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",23,,(139.086.300.000),(133.526.341.000),23.0,,-139086300000.0,-133526341000.0
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","II. Lưu chuyển tiền từ hoạt động đầu tư > 4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,,6.811.537.485,14.121.283.705,24.0,,6811537485.0,14121283705.0
5. Tiền chi đầu tư góp vốn vào đơn vị khác,II. Lưu chuyển tiền từ hoạt động đầu tư > 5. Tiền chi đầu tư góp vốn vào đơn vị khác,5. Tiền chi đầu tư góp vốn vào đơn vị khác,25,,(248.000.000),(33.105.000.000),25.0,,-248000000.0,-33105000000.0
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,II. Lưu chuyển tiền từ hoạt động đầu tư > 6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,26,,94.973.907.713,-,26.0,,94973907713.0,
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","II. Lưu chuyển tiền từ hoạt động đầu tư > 7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,,8.993.382.219,57.913.061.473,27.0,,8993382219.0,57913061473.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,,(33.865.294.452),(109.121.041.877),30.0,,-33865294452.0,-109121041877.0
III. Lưu chuyển tiền từ hoạt động tài chính,III. Lưu chuyển tiền từ hoạt động tài chính,III. Lưu chuyển tiền từ hoạt động tài chính,III. Lưu chuyển tiền từ hoạt động tài chính,III. Lưu chuyển tiền từ hoạt động tài chính,III. Lưu chuyển tiền từ hoạt động tài chính,III. Lưu chuyển tiền từ hoạt động tài chính,,,,
1. Tiền thu từ đi vay,III. Lưu chuyển tiền từ hoạt động tài chính > 1. Tiền thu từ đi vay,1. Tiền thu từ đi vay,33,,68.914.599.961,85.452.699.734,33.0,,68914599961.0,85452699734.0
2. Tiền trả nợ gốc vay,III. Lưu chuyển tiền từ hoạt động tài chính > 2. Tiền trả nợ gốc vay,2. Tiền trả nợ gốc vay,34,,(147.135.857.764),(37.909.255.688),34.0,,-147135857764.0,-37909255688.0
"3. Cổ tức, lợi nhuận đã trả cho chủ sở hữu","III. Lưu chuyển tiền từ hoạt động tài chính > 3. Cổ tức, lợi nhuận đã trả cho chủ sở hữu","3. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",36,,(4.907.415),(402.824.795),36.0,,-4907415.0,-402824795.0
Lưu chuyển tiền thuần từ hoạt động tài chính,III. Lưu chuyển tiền từ hoạt động tài chính > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,,(78.226.165.218),47.140.619.251,40.0,,-78226165218.0,47140619251.0
Lưu chuyển tiền thuần trong kỳ (50 = 20+30+40),III. Lưu chuyển tiền từ hoạt động tài chính > Lưu chuyển tiền thuần trong kỳ (50 = 20+30+40),Lưu chuyển tiền thuần trong kỳ (50 = 20+30+40),50,,(4.995.598.919),(17.100.051.177),50.0,,-4995598919.0,-17100051177.0
Tiền và tương đương tiền đầu kỳ,III. Lưu chuyển tiền từ hoạt động tài chính > Tiền và tương đương tiền đầu kỳ,Tiền và tương đương tiền đầu kỳ,60,,59.544.521.446,76.644.572.623,60.0,,59544521446.0,76644572623.0
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,III. Lưu chuyển tiền từ hoạt động tài chính > Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,,-,-,61.0,,,
Tiền và tương đương tiền cuối kỳ (70 = 50+60+61),III. Lưu chuyển tiền từ hoạt động tài chính > Tiền và tương đương tiền cuối kỳ (70 = 50+60+61),Tiền và tương đương tiền cuối kỳ (70 = 50+60+61),70,5.1,54.548.922.527,59.544.521.446,70.0,51.0,54548922527.0,59544521446.0
