row_label_raw,row_label_full,NÔI DUNG,TRANG,numeric__TRANG
BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,2 - 3,
BÁO CÁO KIỂM TOÁN ĐỌC LẬP,BÁO CÁO KIỂM TOÁN ĐỌC LẬP,BÁO CÁO KIỂM TOÁN ĐỌC LẬP,4 - 5,
BẢNG CÂN Đ<|box_end|><|ref_start|> KẾ TOÁN HỢP NHẤT,BẢNG CÂN Đ<|box_end|><|ref_start|> KẾ TOÁN HỢP NHẤT,BẢNG CÂN Đ<|box_end|><|ref_start|> KẾ TOÁN HỢP NHẤT,6 - 7,
BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,BẢNG CÂN Đ<|box_end|><|ref_start|> KẾ TOÁN HỢP NHẤT > BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,8,8.0
BÁO CÁO LU'U CHUYÊN TIỀN TỆ HỢP NHẤT,BẢNG CÂN Đ<|box_end|><|ref_start|> KẾ TOÁN HỢP NHẤT > BÁO CÁO LU'U CHUYÊN TIỀN TỆ HỢP NHẤT,BÁO CÁO LU'U CHUYÊN TIỀN TỆ HỢP NHẤT,9,9.0
THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,10 - 37,
