row_label_raw,row_label_full,col_0,col_1,31/12/2022 > Giá trị ghi số,31/12/2022 > Số có khả năng trả nợ,01/01/2022 > Giá trị ghi số,01/01/2022 > Số có khả năng trả nợ,numeric__col_1,numeric__31/12/2022 > Giá trị ghi số,numeric__31/12/2022 > Số có khả năng trả nợ,numeric__01/01/2022 > Giá trị ghi số,numeric__01/01/2022 > Số có khả năng trả nợ
,,,,VND,VND,VND,VND,,,,,
,,,Công ty Cổ phần Bất Đông Sản T&T Homes,210.092.834.396,210.092.834.396,373.991.373.817,373.991.373.817,,210092834396.0,210092834396.0,373991373817.0,373991373817.0
,,,Công ty Cổ phần Kinh Doanh Thiết bị Công Nghệ HT,24.662.693.550,24.662.693.550,52.701.110.854,52.701.110.854,,24662693550.0,24662693550.0,52701110854.0,52701110854.0
,,,Các đối tượng khác,4.875.159.530,4.875.159.530,237.074.693,237.074.693,,4875159530.0,4875159530.0,237074693.0,237074693.0
,,,Cộng,239.630.687.476,239.630.687.476,426.929.559.364,426.929.559.364,,239630687476.0,239630687476.0,426929559364.0,426929559364.0
16.,16.,16.,NGƯỜI MUA TRẢ TIỀN TRƯỚC NGÁN HẠN,NGƯỜI MUA TRẢ TIỀN TRƯỚC NGÁN HẠN,NGƯỜI MUA TRẢ TIỀN TRƯỚC NGÁN HẠN,NGƯỜI MUA TRẢ TIỀN TRƯỚC NGÁN HẠN,NGƯỜI MUA TRẢ TIỀN TRƯỚC NGÁN HẠN,,,,,
16.,16.,16.,,31/12/2022,01/01/2022,,,,,,,
16.,16.,16.,,VND,VND,,,,,,,
16.,16. > 16.,16.,Khách hàng trả trước tiền chuyển nhượng BĐS,23.390.137.945,-,,,,23390137945.0,,,
16.,16. > 16.,16.,Các khách hàng khác,547.127.107,64.909.091,,,,547127107.0,64909091.0,,
16.,16. > 16.,16.,Cộng,23.937.265.052,64.909.091,,,,23937265052.0,64909091.0,,
17.,17.,17.,THUẾ VÀ CÁC KHOÀN PHẢI NỘP NHÀ NƯỚC,THUẾ VÀ CÁC KHOÀN PHẢI NỘP NHÀ NƯỚC,THUẾ VÀ CÁC KHOÀN PHẢI NỘP NHÀ NƯỚC,THUẾ VÀ CÁC KHOÀN PHẢI NỘP NHÀ NƯỚC,THUẾ VÀ CÁC KHOÀN PHẢI NỘP NHÀ NƯỚC,,,,,
17.,17.,17.,,01/01/2022,Số phải nộp trong năm,Số đã nộp trong năm,31/12/2022,,,,,
17.,17.,17.,,VND,VND,VND,VND,,,,,
17.,17. > 17.,17.,Thuế giá trị gia tăng,325.090.776,75.362.408.889,28.328.715.158,47.358.784.507,,325090776.0,75362408889.0,28328715158.0,47358784507.0
17.,17. > 17.,17.,Thuế thu nhập doanh nghiệp,103.777.338.166,111.836.024.496,104.777.662.606,110.835.700.056,,103777338166.0,111836024496.0,104777662606.0,110835700056.0
17.,17. > 17.,17.,Thuế thu nhập cá nhân,763.568.701,31.789.235.045,24.843.536.743,7.709.267.003,,763568701.0,31789235045.0,24843536743.0,7709267003.0
17.,17. > 17.,17.,"Các khoản thuế, phí khác",-,192.446.302,192.446.302,-,,,192446302.0,192446302.0,
17.,17. > 17.,17.,Cộng,104.865.997.643,219.180.114.732,158.142.360.809,165.903.751.566,,104865997643.0,219180114732.0,158142360809.0,165903751566.0
