row_label_raw,row_label_full,Tên công ty,Thành lập và hoạt động,Tỷ lệ Sở,Quyền biểu,Hoạt động chính,numeric__Thành lập và hoạt động,numeric__Tỷ lệ Sở,numeric__Quyền biểu,numeric__Hoạt động chính
Công ty TNHH Đầu tư Phát triển Địa ốc An Pha,Công ty TNHH Đầu tư Phát triển Địa ốc An Pha,Công ty TNHH Đầu tư Phát triển Địa ốc An Pha,TP HCM,100%,100%,Kinh doanh - môi giới BĐS,,1.0,1.0,
Công ty TNHH Đầu tư Kinh doanh Địa ốc An Thịnh Phát,Công ty TNHH Đầu tư Kinh doanh Địa ốc An Thịnh Phát,Công ty TNHH Đầu tư Kinh doanh Địa ốc An Thịnh Phát,TP HCM,100%,100%,Kinh doanh - môi giới BĐS,,1.0,1.0,
