row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Năm 2022,Năm 2021,numeric__Mã số,numeric__Năm 2022,numeric__Năm 2021
I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,,,
1. Lợi nhuận trước thuế,I. Lưu chuyển tiền từ hoạt động kinh doanh > 1. Lợi nhuận trước thuế,1. Lợi nhuận trước thuế,01,554.304.614.280,517.281.777.725,1.0,554304614280.0,517281777725.0
2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,,,
- Khấu hao TSCĐ,2. Điều chỉnh cho các khoản > - Khấu hao TSCĐ,- Khấu hao TSCĐ,02,293.906.306,126.941.042,2.0,293906306.0,126941042.0
"- Lãi, lỗ từ hoạt động đầu tư","2. Điều chỉnh cho các khoản > - Lãi, lỗ từ hoạt động đầu tư","- Lãi, lỗ từ hoạt động đầu tư",05,(384.899.918.848),(79.833.859.359),5.0,-384899918848.0,-79833859359.0
- Chi phí lãi vay,2. Điều chỉnh cho các khoản > - Chi phí lãi vay,- Chi phí lãi vay,06,138.325.484.462,58.905.076.008,6.0,138325484462.0,58905076008.0
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,2. Điều chỉnh cho các khoản > 3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,308.024.086.200,496.479.935.416,8.0,308024086200.0,496479935416.0
- Tăng các khoản phải thu,2. Điều chỉnh cho các khoản > - Tăng các khoản phải thu,- Tăng các khoản phải thu,09,(842.263.486.765),(3.243.200.350.420),9.0,-842263486765.0,-3243200350420.0
"- Tăng, giảm hàng tồn kho","2. Điều chỉnh cho các khoản > - Tăng, giảm hàng tồn kho","- Tăng, giảm hàng tồn kho",10,(66.676.438.166),(394.782.593.511),10.0,-66676438166.0,-394782593511.0
"- Tăng, giảm khoản phải trả (không kể lãi vay phải trả, thuế TNDN phải nộp)","2. Điều chỉnh cho các khoản > - Tăng, giảm khoản phải trả (không kể lãi vay phải trả, thuế TNDN phải nộp)","- Tăng, giảm khoản phải trả (không kể lãi vay phải trả, thuế TNDN phải nộp)",11,(197.138.894.658),723.158.495.772,11.0,-197138894658.0,723158495772.0
"- Tăng, giảm chi phí trả trước","2. Điều chỉnh cho các khoản > - Tăng, giảm chi phí trả trước","- Tăng, giảm chi phí trả trước",12,(1.050.463.882),1.206.516.470,12.0,-1050463882.0,1206516470.0
- Tiền lãi vay đã trả,2. Điều chỉnh cho các khoản > - Tiền lãi vay đã trả,- Tiền lãi vay đã trả,14,(116.447.439.689),(48.817.807.859),14.0,-116447439689.0,-48817807859.0
- Thuế thu nhập doanh nghiệp đã nộp,2. Điều chỉnh cho các khoản > - Thuế thu nhập doanh nghiệp đã nộp,- Thuế thu nhập doanh nghiệp đã nộp,15,(104.777.662.606),(23.497.022.618),15.0,-104777662606.0,-23497022618.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,(1.020.330.299.556),(2.489.452.826.750),20.0,-1020330299556.0,-2489452826750.0
II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
"1. Tiền chi mua sắm, xây dựng TSCĐ và các TSDH khác","II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 1. Tiền chi mua sắm, xây dựng TSCĐ và các TSDH khác","1. Tiền chi mua sắm, xây dựng TSCĐ và các TSDH khác",21,(1.117.085.147),(343.708.475),21.0,-1117085147.0,-343708475.0
"2. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 2. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","2. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",23,-,(2.000.000.000),23.0,,-2000000000.0
"3. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 3. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","3. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,2.000.000.000,-,24.0,2000000000.0,
"4. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 4. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","4. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,306.019.918.848,72.673.859.359,27.0,306019918848.0,72673859359.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,306.902.833.701,70.330.150.884,30.0,306902833701.0,70330150884.0
III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu","III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu","1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",31,-,2.525.799.205.000,31.0,,2525799205000.0
