row_label_raw,row_label_full,Họ và tên,Chức danh,Năm 2022,Năm 2021,numeric__Chức danh,numeric__Năm 2022,numeric__Năm 2021
Họ và tên,Họ và tên,Họ và tên,Chức danh,VND,VND,,,
Ông Nguyễn Khải Hoàn,Họ và tên > Ông Nguyễn Khải Hoàn,Ông Nguyễn Khải Hoàn,Chủ tịch HĐQT,240.000.000,36.000.000,,240000000.0,36000000.0
Bà Đình Thị Nhật Hạnh,Họ và tên > Bà Đình Thị Nhật Hạnh,Bà Đình Thị Nhật Hạnh,Phó chủ tịch HĐQT Tổng giám đốc,1.022.967.000,1.111.300.000,,1022967000.0,1111300000.0
Ông Võ Công Sơn,Họ và tên > Ông Võ Công Sơn,Ông Võ Công Sơn,Thành viên HĐQT,989.800.000,905.300.000,,989800000.0,905300000.0
Ông Phùng Quang Hải,Họ và tên > Ông Phùng Quang Hải,Ông Phùng Quang Hải,"Thành viên HĐQT, Phó Tổng giám đốc (Bổ nhiệm ngày 14/08/2021)",941.800.000,359.625.000,,941800000.0,359625000.0
Ông Nguyễn Thế Trung,Họ và tên > Ông Nguyễn Thế Trung,Ông Nguyễn Thế Trung,"Thành viên HĐQT, Phó Tổng giám đốc (Miễn nhiệm ngày 14/08/2021)",-,872.875.000,,,872875000.0
Bà Phạm Thị Minh Phụ,Họ và tên > Bà Phạm Thị Minh Phụ,Bà Phạm Thị Minh Phụ,Thành viên HĐQT Phó Tổng giám đốc,740.550.000,640.300.000,,740550000.0,640300000.0
Bà Vũ Thị Thanh Tâm,Họ và tên > Bà Vũ Thị Thanh Tâm,Bà Vũ Thị Thanh Tâm,Thành viên HĐQT (Miễn nhiệm ngày 14/08/2021),-,399.791.667,,,399791667.0
Ông Trần Mạnh Toàn,Họ và tên > Ông Trần Mạnh Toàn,Ông Trần Mạnh Toàn,Thành viên HĐQT độc lập (Bổ nhiệm ngày 14/08/2021),120.000.000,9.125.000,,120000000.0,9125000.0
Bà Phạm Thị Hòa,Họ và tên > Bà Phạm Thị Hòa,Bà Phạm Thị Hòa,Thành viên HĐQT độc lập (Bổ nhiệm ngày 29/06/2022),60.000.000,,,60000000.0,
Ông Trần Văn Thành,Họ và tên > Ông Trần Văn Thành,Ông Trần Văn Thành,Phó Tổng giám đốc (Bổ nhiệm ngày 21/04/2022),1.534.219.574,-,,1534219574.0,
Ông Phạm Thanh Sáng,Họ và tên > Ông Phạm Thanh Sáng,Ông Phạm Thanh Sáng,Phó Tổng giám đốc - Phụ trách kinh doanh (Bổ nhiệm ngày 21/04/2022 - Miễn nhiệm 26/08/2022),763.955.789,-,,763955789.0,
Bà Lê Thị Như Ca,Họ và tên > Bà Lê Thị Như Ca,Bà Lê Thị Như Ca,Phó Tổng giám đốc - Phụ trách kinh doanh (Bổ nhiệm ngày 20/04/2022),1.166.064.020,-,,1166064020.0,
Bà Dương Thanh Thương,Họ và tên > Bà Dương Thanh Thương,Bà Dương Thanh Thương,Phó Tổng giám đốc - Phụ trách kinh doanh (Bổ nhiệm ngày 20/04/2022 - Miễn nhiệm ngày 16/03/2023),1.073.433.355,-,,1073433355.0,
Cộng,Họ và tên > Cộng,Cộng,,8.652.789.738,4.334.316.667,,8652789738.0,4334316667.0
