row_label_raw,row_label_full,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn_1,Đầu tư tài chính dài hạn_2,Đầu tư tài chính dài hạn_3,Đầu tư tài chính dài hạn_4,Đầu tư tài chính dài hạn_5,Đầu tư tài chính dài hạn_6,numeric__Đầu tư tài chính dài hạn_1,numeric__Đầu tư tài chính dài hạn_2,numeric__Đầu tư tài chính dài hạn_3,numeric__Đầu tư tài chính dài hạn_4,numeric__Đầu tư tài chính dài hạn_5,numeric__Đầu tư tài chính dài hạn_6
Ngày 31 tháng 12 năm 2024,Ngày 31 tháng 12 năm 2024,Ngày 31 tháng 12 năm 2024,Địa chỉ,% quyền biểu quyết,% sở hữu,Giá gốc VND,Dự phòng giảm giá VND,Giá trị hợp lý VND,,,,,,
"Đầu tư góp vốn vào:Các công ty con▪ Mseafood Corporation▪ Công ty Cổ phần Thủy sản Minh Phú Hậu Giang▪ Công ty TNHH Chế biến Thủy sản Minh Quí▪ Công ty TNHH Chế biến Thủy sản Minh Phát▪ Công ty TNHH Thủy hải sản Minh Phú – Kiên Giang▪ Công ty TNHH Sản xuất giống Thủy sản Minh Phú (i)▪ Công ty TNHH Nười trồng Thủy sản Minh Phú – Lộc An▪ Công ty TNHH Sản xuất Chế phẩm Sinh học Minh Phú▪ Công ty TNHH MTV Chuỗi cung ứng Thủy sản Minh Phú▪ Ebisumo Logistic Co., Ltd.▪ Công ty TNHH Thực phẩm xanh Minh Phú (i)▪ Công ty TNHH Nông nghiệp Công nghệ cao Minh Phú (i)▪ Công ty TNHH Xuất khẩu Thủy sản Minh Phú▪ Công ty Cổ phần Công nghệ Otanics▪ Công ty TNHH Thức ăn Tôm xanh Minh Phú (ii)▪ Công ty TNHH Xã hội Chuỗi Tôm rừng Minh Phú","Đầu tư góp vốn vào:Các công ty con▪ Mseafood Corporation▪ Công ty Cổ phần Thủy sản Minh Phú Hậu Giang▪ Công ty TNHH Chế biến Thủy sản Minh Quí▪ Công ty TNHH Chế biến Thủy sản Minh Phát▪ Công ty TNHH Thủy hải sản Minh Phú – Kiên Giang▪ Công ty TNHH Sản xuất giống Thủy sản Minh Phú (i)▪ Công ty TNHH Nười trồng Thủy sản Minh Phú – Lộc An▪ Công ty TNHH Sản xuất Chế phẩm Sinh học Minh Phú▪ Công ty TNHH MTV Chuỗi cung ứng Thủy sản Minh Phú▪ Ebisumo Logistic Co., Ltd.▪ Công ty TNHH Thực phẩm xanh Minh Phú (i)▪ Công ty TNHH Nông nghiệp Công nghệ cao Minh Phú (i)▪ Công ty TNHH Xuất khẩu Thủy sản Minh Phú▪ Công ty Cổ phần Công nghệ Otanics▪ Công ty TNHH Thức ăn Tôm xanh Minh Phú (ii)▪ Công ty TNHH Xã hội Chuỗi Tôm rừng Minh Phú","Đầu tư góp vốn vào:Các công ty con▪ Mseafood Corporation▪ Công ty Cổ phần Thủy sản Minh Phú Hậu Giang▪ Công ty TNHH Chế biến Thủy sản Minh Quí▪ Công ty TNHH Chế biến Thủy sản Minh Phát▪ Công ty TNHH Thủy hải sản Minh Phú – Kiên Giang▪ Công ty TNHH Sản xuất giống Thủy sản Minh Phú (i)▪ Công ty TNHH Nười trồng Thủy sản Minh Phú – Lộc An▪ Công ty TNHH Sản xuất Chế phẩm Sinh học Minh Phú▪ Công ty TNHH MTV Chuỗi cung ứng Thủy sản Minh Phú▪ Ebisumo Logistic Co., Ltd.▪ Công ty TNHH Thực phẩm xanh Minh Phú (i)▪ Công ty TNHH Nông nghiệp Công nghệ cao Minh Phú (i)▪ Công ty TNHH Xuất khẩu Thủy sản Minh Phú▪ Công ty Cổ phần Công nghệ Otanics▪ Công ty TNHH Thức ăn Tôm xanh Minh Phú (ii)▪ Công ty TNHH Xã hội Chuỗi Tôm rừng Minh Phú",,"Tiểu bang California, Hoa KỳTỉnh Hậu Giang, Việt NamTỉnh Cà Mau, Việt NamTỉnh Cà Mau, Việt NamTỉnh Kiên Giang, Việt NamTỉnh Ninh Thuận, Việt NamTỉnh Bà Rịa – Vũng Tàu,Việt NamTỉnh Cà Mau, Việt NamTỉnh Hậu Giang, Việt NamThành phố Tokyo, Nhật BảnTỉnh Hậu Giang, Việt NamTỉnh Kiên Giang, Việt NamTỉnh Cà Mau, Việt NamTỉnh Cà Mau, Việt NamTỉnh Hậu Giang, Việt NamTỉnh Cà Mau, Việt Nam","90,00%98,27%99,50%99,17%99,89%99,78%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100,00%100, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,95%, 99,",,,,,,,,,
