row_label_raw,row_label_full,col_0,1/1/2024 VND,Phân loại lại VND,31/12/2024 VND,numeric__1/1/2024 VND,numeric__Phân loại lại VND,numeric__31/12/2024 VND
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,205.671.630,-,205.671.630,205671630.0,,205671630.0
Thuế nhập khẩu,Thuế nhập khẩu,Thuế nhập khẩu,761.228.693,-,761.228.693,761228693.0,,761228693.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,566.029.500,3.311.123.778,3.877.153.278,566029500.0,3311123778.0,3877153278.0
,,,1.532.929.823,3.311.123.778,4.844.053.601,1532929823.0,3311123778.0,4844053601.0
