row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2024VND,2023VND,,
Công ty TNHH Sản xuất giống Thủy sản Minh Phú,Công ty TNHH Sản xuất giống Thủy sản Minh Phú,Công ty TNHH Sản xuất giống Thủy sản Minh Phú,Công ty TNHH Sản xuất giống Thủy sản Minh Phú,Công ty TNHH Sản xuất giống Thủy sản Minh Phú,,
Góp vốn,Công ty TNHH Sản xuất giống Thủy sản Minh Phú > Góp vốn,Góp vốn,27.000.000.000,37.490.000.000,27000000000.0,37490000000.0
Chỉ phí khác,Công ty TNHH Sản xuất giống Thủy sản Minh Phú > Chỉ phí khác,Chỉ phí khác,1.007.001.295,1.031.555.970,1007001295.0,1031555970.0
Mua nguyên vật liệu,Công ty TNHH Sản xuất giống Thủy sản Minh Phú > Mua nguyên vật liệu,Mua nguyên vật liệu,507.250.556,256.796.379,507250556.0,256796379.0
Công ty TNHH Nuôi trồng Thủy sản Minh Phú – Lộc An,Công ty TNHH Nuôi trồng Thủy sản Minh Phú – Lộc An,Công ty TNHH Nuôi trồng Thủy sản Minh Phú – Lộc An,Công ty TNHH Nuôi trồng Thủy sản Minh Phú – Lộc An,Công ty TNHH Nuôi trồng Thủy sản Minh Phú – Lộc An,,
Mua nguyên vật liệu,Công ty TNHH Nuôi trồng Thủy sản Minh Phú – Lộc An > Mua nguyên vật liệu,Mua nguyên vật liệu,37.141.130.078,63.051.495.680,37141130078.0,63051495680.0
Cho vay,Công ty TNHH Nuôi trồng Thủy sản Minh Phú – Lộc An > Cho vay,Cho vay,127.600.000.000,109.400.000.000,127600000000.0,109400000000.0
Thu hồi khoản cho vay,Công ty TNHH Nuôi trồng Thủy sản Minh Phú – Lộc An > Thu hồi khoản cho vay,Thu hồi khoản cho vay,105.083.309.684,6.416.690.316,105083309684.0,6416690316.0
Thu nhập lãi cho vay,Công ty TNHH Nuôi trồng Thủy sản Minh Phú – Lộc An > Thu nhập lãi cho vay,Thu nhập lãi cho vay,5.159.170.929,5.276.421.644,5159170929.0,5276421644.0
Mua tài sản cố định hữu hình,Công ty TNHH Nuôi trồng Thủy sản Minh Phú – Lộc An > Mua tài sản cố định hữu hình,Mua tài sản cố định hữu hình,-,1.774.713.256,,1774713256.0
Mseafood Corporation,Mseafood Corporation,Mseafood Corporation,Mseafood Corporation,Mseafood Corporation,,
Bán thành phẩm,Mseafood Corporation > Bán thành phẩm,Bán thành phẩm,1.127.593.960.170,1.086.617.213.188,1127593960170.0,1086617213188.0
Hàng bán bị trả lại,Mseafood Corporation > Hàng bán bị trả lại,Hàng bán bị trả lại,33.364.298.040,-,33364298040.0,
Công ty TNHH MTV Chuỗi cung ứng Thủy sản Minh Phú,Công ty TNHH MTV Chuỗi cung ứng Thủy sản Minh Phú,Công ty TNHH MTV Chuỗi cung ứng Thủy sản Minh Phú,Công ty TNHH MTV Chuỗi cung ứng Thủy sản Minh Phú,Công ty TNHH MTV Chuỗi cung ứng Thủy sản Minh Phú,,
Mua dịch vụ,Công ty TNHH MTV Chuỗi cung ứng Thủy sản Minh Phú > Mua dịch vụ,Mua dịch vụ,21.447.039.150,17.848.074.420,21447039150.0,17848074420.0
Mua nguyên vật liệu,Công ty TNHH MTV Chuỗi cung ứng Thủy sản Minh Phú > Mua nguyên vật liệu,Mua nguyên vật liệu,66.798.795.786,20.613.480.157,66798795786.0,20613480157.0
Cổ tức,Công ty TNHH MTV Chuỗi cung ứng Thủy sản Minh Phú > Cổ tức,Cổ tức,27.000.000.000,42.501.628.855,27000000000.0,42501628855.0
Phí xét nghiệm,Công ty TNHH MTV Chuỗi cung ứng Thủy sản Minh Phú > Phí xét nghiệm,Phí xét nghiệm,1.353.600.000,826.800.000,1353600000.0,826800000.0
