row_label_raw,row_label_full,col_0,31/12/2018 triệu đồng,Tỷ lệ sở hữu,31/12/2017 triệu đồng,Tỷ lệ sở hữu_1,numeric__31/12/2018 triệu đồng,numeric__Tỷ lệ sở hữu,numeric__31/12/2017 triệu đồng,numeric__Tỷ lệ sở hữu_1
Công ty TNHH Quản lý nợ và Khai thác Tài sản – Ngân hàng Thương mại Cổ phần Quân đội,Công ty TNHH Quản lý nợ và Khai thác Tài sản – Ngân hàng Thương mại Cổ phần Quân đội,Công ty TNHH Quản lý nợ và Khai thác Tài sản – Ngân hàng Thương mại Cổ phần Quân đội,665.862,100%,1.082.689,100%,665862.0,1.0,1082689.0,1.0
Công ty Cổ phần Chứng khoán MB,Công ty Cổ phần Chứng khoán MB,Công ty Cổ phần Chứng khoán MB,971.109,"79,52%",971.109,"79,52%",971109.0,0.7951999999999999,971109.0,0.7951999999999999
Công ty Cổ phần Quân lý Quỹ Đầu tư MB,Công ty Cổ phần Quân lý Quỹ Đầu tư MB,Công ty Cổ phần Quân lý Quỹ Đầu tư MB,293.900,"90,77%",293.900,"90,77%",293900.0,0.9077,293900.0,0.9077
Công ty Tài chính TNHH MB Shinsei (*),Công ty Tài chính TNHH MB Shinsei (*),Công ty Tài chính TNHH MB Shinsei (*),400.000,"50,00%",250.000,"50,00%",400000.0,0.5,250000.0,0.5
Tổng Công ty Cổ phần Bảo hiểm Quân đội,Tổng Công ty Cổ phần Bảo hiểm Quân đội,Tổng Công ty Cổ phần Bảo hiểm Quân đội,575.036,"69,58%",575.036,"69,58%",575036.0,0.6958,575036.0,0.6958
Công ty TNHH Bảo hiểm nhân thọ MB Ageas,Công ty TNHH Bảo hiểm nhân thọ MB Ageas,Công ty TNHH Bảo hiểm nhân thọ MB Ageas,915.000,"61,00%",671.000,"61,00%",915000.0,0.61,671000.0,0.61
,,,3.820.907,,3.843.734,,3820907.0,,3843734.0,
