row_label_raw,row_label_full,col_0,Tổng nợ cho vay triệu đồng,Tổng tiền gửi tại NHNN và các TCTD khác triệu đồng,Cam kết ngoại bằng triệu đồng,Công cụ tài chính phải sinh triệu đồng,Kinh doanh và đầu tư chứng khoán triệu đồng,numeric__Tổng nợ cho vay triệu đồng,numeric__Tổng tiền gửi tại NHNN và các TCTD khác triệu đồng,numeric__Cam kết ngoại bằng triệu đồng,numeric__Công cụ tài chính phải sinh triệu đồng,numeric__Kinh doanh và đầu tư chứng khoán triệu đồng
Trong nước,Trong nước,Trong nước,211.233.297,47.421.006,115.858.056,36.032,73.094.854,211233297.0,47421006.0,115858056.0,36032.0,73094854.0
Nước ngoài,Nước ngoài,Nước ngoài,3.496.332,1.154.637,384.749,-,-,3496332.0,1154637.0,384749.0,,
,,,214.729.629,48.575.643,116.242.805,36.032,73.094.854,214729629.0,48575643.0,116242805.0,36032.0,73094854.0
