row_label_raw,row_label_full,Ngày 31 tháng 12 năm 2018,Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng) triệu đồng > Ngày 31 tháng 12 năm 2018,Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày lập báo cáo) > Tài sản triệu đồng > Ngày 31 tháng 12 năm 2018,Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày lập báo cáo) > Công nợ triệu đồng > Ngày 31 tháng 12 năm 2018,Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày lập báo cáo) > Giá trị thuần triệu đồng > Ngày 31 tháng 12 năm 2018,numeric__Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng) triệu đồng > Ngày 31 tháng 12 năm 2018,numeric__Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày lập báo cáo) > Tài sản triệu đồng > Ngày 31 tháng 12 năm 2018,numeric__Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày lập báo cáo) > Công nợ triệu đồng > Ngày 31 tháng 12 năm 2018,numeric__Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày lập báo cáo) > Giá trị thuần triệu đồng > Ngày 31 tháng 12 năm 2018
- Giao dịch kỳ hạn tiền tệ,- Giao dịch kỳ hạn tiền tệ,- Giao dịch kỳ hạn tiền tệ,15.062.070,82.373,(67.166),15.207,15062070.0,82373.0,-67166.0,15207.0
- Giao dịch hoán đổi tiền tệ,- Giao dịch hoán đổi tiền tệ,- Giao dịch hoán đổi tiền tệ,50.865.489,9.598.475,(9.577.650),20.825,50865489.0,9598475.0,-9577650.0,20825.0
,,,65.927.559,9.680.848,(9.644.816),36.032,65927559.0,9680848.0,-9644816.0,36032.0
