row_label_raw,row_label_full,Số dư đầu năm,Chứng khoánđầu tư sẵn sàngđể bántriệu đồng > 1.111,Chứng khoánđầu tư giữ đếngày đáo hạntriệu đồng > 302.366,Tổngtriệu đồng > 303.477,numeric__Chứng khoánđầu tư sẵn sàngđể bántriệu đồng > 1.111,numeric__Chứng khoánđầu tư giữ đếngày đáo hạntriệu đồng > 302.366,numeric__Tổngtriệu đồng > 303.477
Phân loại lại sang dự phòng đầu tudài hạn khác (*),Phân loại lại sang dự phòng đầu tudài hạn khác (*),Phân loại lại sang dự phòng đầu tudài hạn khác (*),(1.111),-,(1.111),-1111.0,,-1111.0
Trích lập/(hoàn nhập) trong năm,Trích lập/(hoàn nhập) trong năm,Trích lập/(hoàn nhập) trong năm,83.224,(57.120),26.104,83224.0,-57120.0,26104.0
Phân loại lại từ dự phòng rủi ro tàisản có khác (**),Phân loại lại từ dự phòng rủi ro tàisản có khác (**),Phân loại lại từ dự phòng rủi ro tàisản có khác (**),49.226,-,49.226,49226.0,,49226.0
Xử lý rủi ro trong năm,Xử lý rủi ro trong năm,Xử lý rủi ro trong năm,-,(120.000),(120.000),,-120000.0,-120000.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,132.450,125.246,257.696,132450.0,125246.0,257696.0
