row_label_raw,row_label_full,col_0,Năm 2018 triệu đồng,Năm 2017 triệu đồng,numeric__Năm 2018 triệu đồng,numeric__Năm 2017 triệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,1.469.502,747.970,1469502.0,747970.0
Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,708.667,529.023,708667.0,529023.0
Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,19.406,18.743,19406.0,18743.0
Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,87.366,25.487,87366.0,25487.0
Thu từ dịch vụ đại lý nhận ủy thác,Thu từ dịch vụ đại lý nhận ủy thác,Thu từ dịch vụ đại lý nhận ủy thác,346.504,53.970,346504.0,53970.0
Thu phí khác,Thu phí khác,Thu phí khác,307.559,120.747,307559.0,120747.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(287.386),(216.757),-287386.0,-216757.0
Chi về dịch vụ thanh toán,Chi về dịch vụ thanh toán,Chi về dịch vụ thanh toán,(66.651),(53.929),-66651.0,-53929.0
Chi về nghiệp vụ ủy thác và đại lý,Chi về nghiệp vụ ủy thác và đại lý,Chi về nghiệp vụ ủy thác và đại lý,(487),(3.669),-487.0,-3669.0
Chi về dịch vụ tư vấn,Chi về dịch vụ tư vấn,Chi về dịch vụ tư vấn,(8),(5.087),-8.0,-5087.0
Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,(65.578),(51.937),-65578.0,-51937.0
Chi về hoạt động ngân quỹ,Chi về hoạt động ngân quỹ,Chi về hoạt động ngân quỹ,(5.279),(6.568),-5279.0,-6568.0
Chi khác,Chi khác,Chi khác,(149.383),(95.567),-149383.0,-95567.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,1.182.116,531.213,1182116.0,531213.0
