row_label_raw,row_label_full,col_0,Năm 2018 triệu đồng,Năm 2017 triệu đồng,numeric__Năm 2018 triệu đồng,numeric__Năm 2017 triệu đồng
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,1.492.764,1.131.130,1492764.0,1131130.0
Thu từ nợ xấu đã được xử lý,Thu từ nợ xấu đã được xử lý,Thu từ nợ xấu đã được xử lý,1.019.790,779.399,1019790.0,779399.0
Thu từ các công cụ tài chính phải sinh khác,Thu từ các công cụ tài chính phải sinh khác,Thu từ các công cụ tài chính phải sinh khác,259.616,167.543,259616.0,167543.0
Thu từ hoạt động kinh doanh khác,Thu từ hoạt động kinh doanh khác,Thu từ hoạt động kinh doanh khác,86.834,84.061,86834.0,84061.0
Thu từ chuyển nhượng thanh lý tài sản,Thu từ chuyển nhượng thanh lý tài sản,Thu từ chuyển nhượng thanh lý tài sản,5.274,100.126,5274.0,100126.0
Thu từ mua bán nợ,Thu từ mua bán nợ,Thu từ mua bán nợ,121.250,-,121250.0,
Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,(189.583),(181.478),-189583.0,-181478.0
Chi về các công cụ tài chính phải sinh khác,Chi về các công cụ tài chính phải sinh khác,Chi về các công cụ tài chính phải sinh khác,(174.521),(143.789),-174521.0,-143789.0
Chi về hoạt động kinh doanh khác,Chi về hoạt động kinh doanh khác,Chi về hoạt động kinh doanh khác,(15.062),(37.688),-15062.0,-37688.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,1.303.181,949.652,1303181.0,949652.0
