row_label_raw,row_label_full,col_0,31/12/2018triệu đồng,31/12/2017triệu đồng,numeric__31/12/2018triệu đồng,numeric__31/12/2017triệu đồng
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,77.397.793,65.979.350,77397793.0,65979350.0
- Bằng VND,- Bằng VND,- Bằng VND,66.777.624,54.808.670,66777624.0,54808670.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,10.620.169,11.170.680,10620169.0,11170680.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,143.192.010,133.217.764,143192010.0,133217764.0
- Bằng VND,- Bằng VND,- Bằng VND,138.451.273,128.885.550,138451273.0,128885550.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,4.740.737,4.332.214,4740737.0,4332214.0
Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,4.925.942,1.660.248,4925942.0,1660248.0
- Bằng VND,- Bằng VND,- Bằng VND,4.366.668,1.470.883,4366668.0,1470883.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,559.274,189.365,559274.0,189365.0
Tiền gửi kỳ quỹ,Tiền gửi kỳ quỹ,Tiền gửi kỳ quỹ,15.273.820,19.419.593,15273820.0,19419593.0
- Bằng VND,- Bằng VND,- Bằng VND,7.904.125,8.297.610,7904125.0,8297610.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,7.369.695,11.121.983,7369695.0,11121983.0
,,,240.789.565,220.276.955,240789565.0,220276955.0
