row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2018 triệu đồng,Năm 2017 triệu đồng,numeric__Thuyết minh,numeric__Năm 2018 triệu đồng,numeric__Năm 2017 triệu đồng
Thu nhập lãi và các khoản thu nhập tương tự Chi phí lãi và các chi phí tương tự,Thu nhập lãi và các khoản thu nhập tương tự Chi phí lãi và các chi phí tương tự,Thu nhập lãi và các khoản thu nhập tương tự Chi phí lãi và các chi phí tương tự,,23.026.534(10.254.229),19.153.525(8.499.883),,,
Thu nhập lãi thuần,Thu nhập lãi và các khoản thu nhập tương tự Chi phí lãi và các chi phí tương tự > Thu nhập lãi thuần,Thu nhập lãi thuần,25,12.772.305,10.653.642,25.0,12772305.0,10653642.0
Thu nhập từ hoạt động dịch vụ Chi phí hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ Chi phí hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ Chi phí hoạt động dịch vụ,,1.469.502(287.386),747.970(216.757),,,
Lãi thuần từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ Chi phí hoạt động dịch vụ > Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,26,1.182.116,531.213,26.0,1182116.0,531213.0
Lãi thuần từ hoạt động kinh doanh ngoại hối,Thu nhập từ hoạt động dịch vụ Chi phí hoạt động dịch vụ > Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,27,445.793,201.070,27.0,445793.0,201070.0
Lãi thuần từ mua bán chứng khoán đầu tư và đầu tư dài hạn,Thu nhập từ hoạt động dịch vụ Chi phí hoạt động dịch vụ > Lãi thuần từ mua bán chứng khoán đầu tư và đầu tư dài hạn,Lãi thuần từ mua bán chứng khoán đầu tư và đầu tư dài hạn,28,213.705,29.045,28.0,213705.0,29045.0
Thu nhập từ hoạt động khác Chi phí cho hoạt động khác,Thu nhập từ hoạt động khác Chi phí cho hoạt động khác,Thu nhập từ hoạt động khác Chi phí cho hoạt động khác,,1.492.764(189.583),1.131.130(181.478),,,
Lãi thuần từ hoạt động khác,Thu nhập từ hoạt động khác Chi phí cho hoạt động khác > Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,29,1.303.181,949.652,29.0,1303181.0,949652.0
"Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ hoạt động khác Chi phí cho hoạt động khác > Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần",31,137.911,778.496,31.0,137911.0,778496.0
TỔNG THU NHẬP HOẠT ĐỘNG,Thu nhập từ hoạt động khác Chi phí cho hoạt động khác > TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,,16.055.011,13.143.118,,16055011.0,13143118.0
TỔNG CHI PHÍ HOẠT ĐỘNG,Thu nhập từ hoạt động khác Chi phí cho hoạt động khác > TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,30,(6.283.970),(4.827.116),30.0,-6283970.0,-4827116.0
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro,Thu nhập từ hoạt động khác Chi phí cho hoạt động khác > Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro,,9.771.041,8.316.002,,9771041.0,8316002.0
Chi phí dự phòng rủi ro,Thu nhập từ hoạt động khác Chi phí cho hoạt động khác > Chi phí dự phòng rủi ro,Chi phí dự phòng rủi ro,32,(2.741.407),(2.960.984),32.0,-2741407.0,-2960984.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,Thu nhập từ hoạt động khác Chi phí cho hoạt động khác > TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,,7.029.634,5.355.018,,7029634.0,5355018.0
Chi phí thuế thu nhập doanh nghiệp hiện hành,Thu nhập từ hoạt động khác Chi phí cho hoạt động khác > Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,33,(1.372.910),(1.060.498),33.0,-1372910.0,-1060498.0
Chi phí thuế thu nhập doanh nghiệp,Thu nhập từ hoạt động khác Chi phí cho hoạt động khác > Chi phí thuế thu nhập doanh nghiệp,Chi phí thuế thu nhập doanh nghiệp,,(1.372.910),(1.060.498),,-1372910.0,-1060498.0
LỢI NHUẬN SAU THUẾ,Thu nhập từ hoạt động khác Chi phí cho hoạt động khác > LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,,5.656.724,4.294.520,,5656724.0,4294520.0
