row_label_raw,row_label_full,col_0,31/12/2018triệu đồng,31/12/2017triệu đồng,numeric__31/12/2018triệu đồng,numeric__31/12/2017triệu đồng
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,932.591,730.097,932591.0,730097.0
Các khoản phải trả bên ngoài (i),Các khoản phải trả bên ngoài (i),Các khoản phải trả bên ngoài (i),4.766.245,1.534.788,4766245.0,1534788.0
Quỹ khen thưởng phúc lợi,Quỹ khen thưởng phúc lợi,Quỹ khen thưởng phúc lợi,239.573,134.797,239573.0,134797.0
Quỹ khoa học công nghệ,Quỹ khoa học công nghệ,Quỹ khoa học công nghệ,268.000,-,268000.0,
,,,6.206.409,2.399.682,6206409.0,2399682.0
(i) Chi tiết các khoản phải trả bên ngoài:,(i) Chi tiết các khoản phải trả bên ngoài:,(i) Chi tiết các khoản phải trả bên ngoài:,(i) Chi tiết các khoản phải trả bên ngoài:,(i) Chi tiết các khoản phải trả bên ngoài:,,
,,,31/12/2018triệu đồng,31/12/2017triệu đồng,,
Các khoản thuế phải nộp Nhà nước (Thuyết minh số 23),(i) Chi tiết các khoản phải trả bên ngoài: > Các khoản thuế phải nộp Nhà nước (Thuyết minh số 23),Các khoản thuế phải nộp Nhà nước (Thuyết minh số 23),444.654,256.686,444654.0,256686.0
Chuyển tiền phải trả,(i) Chi tiết các khoản phải trả bên ngoài: > Chuyển tiền phải trả,Chuyển tiền phải trả,179.069,88.509,179069.0,88509.0
Doanh thu chờ phân bổ,(i) Chi tiết các khoản phải trả bên ngoài: > Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,277.818,29.927,277818.0,29927.0
Phải trả về dịch vụ thanh toán khác,(i) Chi tiết các khoản phải trả bên ngoài: > Phải trả về dịch vụ thanh toán khác,Phải trả về dịch vụ thanh toán khác,1.225.620,605.627,1225620.0,605627.0
Phải trả giao dịch chuyển tiền liên ngân hàng,(i) Chi tiết các khoản phải trả bên ngoài: > Phải trả giao dịch chuyển tiền liên ngân hàng,Phải trả giao dịch chuyển tiền liên ngân hàng,2.364.039,332.646,2364039.0,332646.0
Các khoản chờ thanh toán khác,(i) Chi tiết các khoản phải trả bên ngoài: > Các khoản chờ thanh toán khác,Các khoản chờ thanh toán khác,275.045,221.393,275045.0,221393.0
,,,4.766.245,1.534.788,4766245.0,1534788.0
