row_label_raw,row_label_full,col_0,Giá trị triệu VND,numeric__Giá trị triệu VND
Tăng thu nhập lãi thuần,Tăng thu nhập lãi thuần,Tăng thu nhập lãi thuần,2.118.663,2118663.0
Tăng lãi thuần từ hoạt động dịch vụ,Tăng lãi thuần từ hoạt động dịch vụ,Tăng lãi thuần từ hoạt động dịch vụ,650.903,650903.0
Tăng lãi thuần từ hoạt động kinh doanh ngoại hồi,Tăng lãi thuần từ hoạt động kinh doanh ngoại hồi,Tăng lãi thuần từ hoạt động kinh doanh ngoại hồi,244.723,244723.0
Tăng lãi thuần từ mua bán chứng khoán đầu tư và đầu tư dài hạn,Tăng lãi thuần từ mua bán chứng khoán đầu tư và đầu tư dài hạn,Tăng lãi thuần từ mua bán chứng khoán đầu tư và đầu tư dài hạn,184.660,184660.0
Tăng lãi thuần từ hoạt động khác,Tăng lãi thuần từ hoạt động khác,Tăng lãi thuần từ hoạt động khác,353.529,353529.0
"Giảm thu nhập từ góp vốn, mua cổ phần","Giảm thu nhập từ góp vốn, mua cổ phần","Giảm thu nhập từ góp vốn, mua cổ phần",(640.585),-640585.0
Tăng chi phí hoạt động,Tăng chi phí hoạt động,Tăng chi phí hoạt động,(1.456.854),-1456854.0
Giảm chi phí dự phòng rủi ro tín dụng,Giảm chi phí dự phòng rủi ro tín dụng,Giảm chi phí dự phòng rủi ro tín dụng,219.577,219577.0
,,,1.674.616,1674616.0
