row_label_raw,row_label_full,col_0,31/12/2018triệu đồng,31/12/2017triệu đồng,numeric__31/12/2018triệu đồng,numeric__31/12/2017triệu đồng
Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,70.184.867,42.114.224,70184867.0,42114224.0
Trái phiếu Chính phủ,Trái phiếu Chính phủ,Trái phiếu Chính phủ,43.802.956,37.156.069,43802956.0,37156069.0
Chứng khoán nợ do các TCTD khác trong nước phát hành,Chứng khoán nợ do các TCTD khác trong nước phát hành,Chứng khoán nợ do các TCTD khác trong nước phát hành,20.897.686,4.958.155,20897686.0,4958155.0
Trái phiếu do các TCKT trong nước phát hành,Trái phiếu do các TCKT trong nước phát hành,Trái phiếu do các TCKT trong nước phát hành,5.484.225,-,5484225.0,
Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,-,109.279,,109279.0
Cổ phiếu do các TCTD trong nước phát hành,Cổ phiếu do các TCTD trong nước phát hành,Cổ phiếu do các TCTD trong nước phát hành,-,105.000,,105000.0
Cổ phiếu do các TCKT trong nước phát hành,Cổ phiếu do các TCKT trong nước phát hành,Cổ phiếu do các TCKT trong nước phát hành,-,4.279,,4279.0
Dự phòng rủi ro chứng khoán sẵn sàng để bán,Dự phòng rủi ro chứng khoán sẵn sàng để bán,Dự phòng rủi ro chứng khoán sẵn sàng để bán,(132.450),(1.111),-132450.0,-1111.0
Dự phòng giảm giá,Dự phòng giảm giá,Dự phòng giảm giá,-,(1.111),,-1111.0
Dự phòng chung,Dự phòng chung,Dự phòng chung,(132.450),-,-132450.0,
,,,70.052.417,42.222.392,70052417.0,42222392.0
