row_label_raw,row_label_full,Số dư đầu năm,Năm 2018 > 84.036,Năm 2017 > 67.755,numeric__Năm 2018 > 84.036,numeric__Năm 2017 > 67.755
Phân loại lại từ dự phòng chứng khoán đầu tư sẵn sàng để bán,Phân loại lại từ dự phòng chứng khoán đầu tư sẵn sàng để bán,Phân loại lại từ dự phòng chứng khoán đầu tư sẵn sàng để bán,1.111,-,1111.0,
Dự phòng rủi ro trích lập/(hoản nhập) trong kỳ(Thuyết minh số 28),Dự phòng rủi ro trích lập/(hoản nhập) trong kỳ(Thuyết minh số 28),Dự phòng rủi ro trích lập/(hoản nhập) trong kỳ(Thuyết minh số 28),(3.472),16.562,-3472.0,16562.0
Xử lý rủi ro trong năm,Xử lý rủi ro trong năm,Xử lý rủi ro trong năm,-,(281),,-281.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,81.675,84.036,81675.0,84036.0
