row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
Công ty con,Công ty con,Công ty con,VND,VND,,
Công ty Cổ phần Địa Óc Sacom,Công ty Cổ phần Địa Óc Sacom,Công ty Cổ phần Địa Óc Sacom,,,,
- Nhận tiền vay,Công ty Cổ phần Địa Óc Sacom > - Nhận tiền vay,- Nhận tiền vay,140.000.000.000,-,140000000000.0,
- Chi phí lãi vay,Công ty Cổ phần Địa Óc Sacom > - Chi phí lãi vay,- Chi phí lãi vay,10.380.625.000,-,10380625000.0,
- Cổ tức được chia,Công ty Cổ phần Địa Óc Sacom > - Cổ tức được chia,- Cổ tức được chia,13.790.494.764,17.244.500.797,13790494764.0,17244500797.0
- Chi phí dịch vụ kỹ thuật,Công ty Cổ phần Địa Óc Sacom > - Chi phí dịch vụ kỹ thuật,- Chi phí dịch vụ kỹ thuật,325.000.000,-,325000000.0,
- Chi phí thuê căn hộ HARV,Công ty Cổ phần Địa Óc Sacom > - Chi phí thuê căn hộ HARV,- Chi phí thuê căn hộ HARV,208.502.250,-,208502250.0,
- Chi phí quản lý,Công ty Cổ phần Địa Óc Sacom > - Chi phí quản lý,- Chi phí quản lý,22.992.375,-,22992375.0,
Công ty TNHH Sacom - Chíp Sáng,Công ty TNHH Sacom - Chíp Sáng,Công ty TNHH Sacom - Chíp Sáng,,,,
- Nhận trả gốc vay,Công ty TNHH Sacom - Chíp Sáng > - Nhận trả gốc vay,- Nhận trả gốc vay,2.700.000.000,-,2700000000.0,
- Doanh thu tài chính (lãi vay),Công ty TNHH Sacom - Chíp Sáng > - Doanh thu tài chính (lãi vay),- Doanh thu tài chính (lãi vay),617.107.602,505.916.666,617107602.0,505916666.0
- Chi phí thuê hội trường,Công ty TNHH Sacom - Chíp Sáng > - Chi phí thuê hội trường,- Chi phí thuê hội trường,20.490.000,31.990.000,20490000.0,31990000.0
- Chuyển tiền cho vay,Công ty TNHH Sacom - Chíp Sáng > - Chuyển tiền cho vay,- Chuyển tiền cho vay,-,8.000.000.000,,8000000000.0
,,,Năm nay,Năm trước,,
Công ty liên kết,Công ty liên kết,Công ty liên kết,VND,VND,,
Công ty Cổ phần Dịch vụ Du Lịch Phú Thọ,Công ty Cổ phần Dịch vụ Du Lịch Phú Thọ,Công ty Cổ phần Dịch vụ Du Lịch Phú Thọ,,,,
"- Đầu tư vào công ty liên doanh, liên kết","Công ty Cổ phần Dịch vụ Du Lịch Phú Thọ > - Đầu tư vào công ty liên doanh, liên kết","- Đầu tư vào công ty liên doanh, liên kết",423.975.972.000,-,423975972000.0,
- Công ty Cổ phần Đầu Tư và Phát triển Hạ Tầng An Việt,- Công ty Cổ phần Đầu Tư và Phát triển Hạ Tầng An Việt,- Công ty Cổ phần Đầu Tư và Phát triển Hạ Tầng An Việt,,,,
"- Đầu tư vào công ty liên doanh, liên kết","- Công ty Cổ phần Đầu Tư và Phát triển Hạ Tầng An Việt > - Đầu tư vào công ty liên doanh, liên kết","- Đầu tư vào công ty liên doanh, liên kết",155.500.000.000,-,155500000000.0,
,,,Năm nay,Năm trước,,
Cùng chung quản lý chủ chất,Cùng chung quản lý chủ chất,Cùng chung quản lý chủ chất,VND,VND,,
Công ty Cổ phần Nhựa Đồng Nai,Công ty Cổ phần Nhựa Đồng Nai,Công ty Cổ phần Nhựa Đồng Nai,,,,
- Chuyển tiền Hợp tác đầu tư,Công ty Cổ phần Nhựa Đồng Nai > - Chuyển tiền Hợp tác đầu tư,- Chuyển tiền Hợp tác đầu tư,70.000.000.000,-,70000000000.0,
