row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
a) Phải trả ngắn hạn khác,a) Phải trả ngắn hạn khác,a) Phải trả ngắn hạn khác,a) Phải trả ngắn hạn khác,a) Phải trả ngắn hạn khác,,
Bên liên quan (i),a) Phải trả ngắn hạn khác > Bên liên quan (i),Bên liên quan (i),22.286.598.056,33.526.500,22286598056.0,33526500.0
Công ty Cổ phần Địa ốc Sacom,a) Phải trả ngắn hạn khác > Công ty Cổ phần Địa ốc Sacom,Công ty Cổ phần Địa ốc Sacom,10.380.625.000,33.526.500,10380625000.0,33526500.0
Công ty Cổ phần Sacom Tuyên Lâm,a) Phải trả ngắn hạn khác > Công ty Cổ phần Sacom Tuyên Lâm,Công ty Cổ phần Sacom Tuyên Lâm,10.010.809.722,-,10010809722.0,
Công ty Cổ phần Dây và Cáp Sacom,a) Phải trả ngắn hạn khác > Công ty Cổ phần Dây và Cáp Sacom,Công ty Cổ phần Dây và Cáp Sacom,1.895.163.334,-,1895163334.0,
Phải trả ngắn hạn đối tượng khác,a) Phải trả ngắn hạn khác > Phải trả ngắn hạn đối tượng khác,Phải trả ngắn hạn đối tượng khác,8.897.782.077,4.115.123.824,8897782077.0,4115123824.0
Phải trả cá nhân (ii),a) Phải trả ngắn hạn khác > Phải trả cá nhân (ii),Phải trả cá nhân (ii),7.000.000.000,-,7000000000.0,
"Cổ tức, lợi nhuận phải trả","a) Phải trả ngắn hạn khác > Cổ tức, lợi nhuận phải trả","Cổ tức, lợi nhuận phải trả",1.381.698.324,1.381.698.324,1381698324.0,1381698324.0
"Thù lao Hội đồng Quản trị, Ban Kiểm soát","a) Phải trả ngắn hạn khác > Thù lao Hội đồng Quản trị, Ban Kiểm soát","Thù lao Hội đồng Quản trị, Ban Kiểm soát",163.733.333,2.248.784.000,163733333.0,2248784000.0
Phải trả quỹ ùng hộ đồng bào lũ lụt 2016,a) Phải trả ngắn hạn khác > Phải trả quỹ ùng hộ đồng bào lũ lụt 2016,Phải trả quỹ ùng hộ đồng bào lũ lụt 2016,116.953.000,-,116953000.0,
Nhà hàng Vân Hương,a) Phải trả ngắn hạn khác > Nhà hàng Vân Hương,Nhà hàng Vân Hương,60.000.000,60.000.000,60000000.0,60000000.0
Kinh phí công đoàn,a) Phải trả ngắn hạn khác > Kinh phí công đoàn,Kinh phí công đoàn,51.487.420,21.436.920,51487420.0,21436920.0
Bảo hiểm xã hội,a) Phải trả ngắn hạn khác > Bảo hiểm xã hội,Bảo hiểm xã hội,-,5.542.080,,5542080.0
Công ty TNHH Thương mại TechNo Việt Nam,a) Phải trả ngắn hạn khác > Công ty TNHH Thương mại TechNo Việt Nam,Công ty TNHH Thương mại TechNo Việt Nam,-,273.752.500,,273752500.0
Các khoản phải trả khác,a) Phải trả ngắn hạn khác > Các khoản phải trả khác,Các khoản phải trả khác,123.910.000,123.910.000,123910000.0,123910000.0
,,,31.184.380.133,4.148.650.324,31184380133.0,4148650324.0
b) Phải trả dài hạn khác,b) Phải trả dài hạn khác,b) Phải trả dài hạn khác,b) Phải trả dài hạn khác,b) Phải trả dài hạn khác,,
"Nhận ký quỹ, ký cược dài hạn tiền thuê văn phòng","b) Phải trả dài hạn khác > Nhận ký quỹ, ký cược dài hạn tiền thuê văn phòng","Nhận ký quỹ, ký cược dài hạn tiền thuê văn phòng",839.752.350,-,839752350.0,
,,,839.752.350,-,839752350.0,
