row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1. Doanh thu cung cấp dịch vụ,1. Doanh thu cung cấp dịch vụ,1. Doanh thu cung cấp dịch vụ,01,20,3.576.390.250,570.515.815.172,1.0,20.0,3576390250.0,570515815172.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,,-,-,2.0,,,
3. Doanh thu thuần về cung cấp dịch vụ(10 = 01 - 02),3. Doanh thu thuần về cung cấp dịch vụ(10 = 01 - 02),3. Doanh thu thuần về cung cấp dịch vụ(10 = 01 - 02),10,,3.576.390.250,570.515.815.172,10.0,,3576390250.0,570515815172.0
4. Giá vốn hàng bán,4. Giá vốn hàng bán,4. Giá vốn hàng bán,11,21,441.635.848,569.266.768.032,11.0,21.0,441635848.0,569266768032.0
5. Lợi nhuận gộp về cung cấp dịch vụ(20 = 10 - 11),5. Lợi nhuận gộp về cung cấp dịch vụ(20 = 10 - 11),5. Lợi nhuận gộp về cung cấp dịch vụ(20 = 10 - 11),20,,3.134.754.402,1.249.047.140,20.0,,3134754402.0,1249047140.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,23,112.739.766.562,22.136.314.673,21.0,23.0,112739766562.0,22136314673.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,24,67.323.410.375,1.688.157.857,22.0,24.0,67323410375.0,1688157857.0
- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,23,,38.507.234.157,-,23.0,,38507234157.0,
8. Chi phí bán hàng,8. Chi phí bán hàng,8. Chi phí bán hàng,25,25,188.848.441,-,25.0,25.0,188848441.0,
9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,26,25,16.274.519.380,15.157.353.365,26.0,25.0,16274519380.0,15157353365.0
10. Lợi nhuận thuần từ hoạt động kinh doanh{30 = 20 + (21 - 22) - (25 + 26)},10. Lợi nhuận thuần từ hoạt động kinh doanh{30 = 20 + (21 - 22) - (25 + 26)},10. Lợi nhuận thuần từ hoạt động kinh doanh{30 = 20 + (21 - 22) - (25 + 26)},30,,32.087.742.768,6.539.850.591,30.0,,32087742768.0,6539850591.0
11. Thu nhập khác,11. Thu nhập khác,11. Thu nhập khác,31,26,527.048.204,27.191.764.400,31.0,26.0,527048204.0,27191764400.0
12. Chi phí khác,12. Chi phí khác,12. Chi phí khác,32,27,486.841.040,-,32.0,27.0,486841040.0,
13. Lợi nhuận khác (40 = 31 - 32),13. Lợi nhuận khác (40 = 31 - 32),13. Lợi nhuận khác (40 = 31 - 32),40,,40.207.164,27.191.764.400,40.0,,40207164.0,27191764400.0
14. Tổng lợi nhuận kế toán trước thuế(50 = 30 + 40),14. Tổng lợi nhuận kế toán trước thuế(50 = 30 + 40),14. Tổng lợi nhuận kế toán trước thuế(50 = 30 + 40),50,,32.127.949.932,33.731.614.991,50.0,,32127949932.0,33731614991.0
15. Chi phí thuế TNDN hiện hành,15. Chi phí thuế TNDN hiện hành,15. Chi phí thuế TNDN hiện hành,51,28,-,-,51.0,28.0,,
16. Lợi nhuận sau thuế thu nhập doanh nghiệp(60 = 50 - 51),16. Lợi nhuận sau thuế thu nhập doanh nghiệp(60 = 50 - 51),16. Lợi nhuận sau thuế thu nhập doanh nghiệp(60 = 50 - 51),60,,32.127.949.932,33.731.614.991,60.0,,32127949932.0,33731614991.0
