row_label_raw,row_label_full,Năm nay,Năm trước,numeric__Năm trước
VND,VND,VND,VND,
3.576.390.250,VND > 3.576.390.250,3.576.390.250,889.554.672,889554672.0
-,VND > -,-,569.626.260.500,569626260500.0
3.576.390.250,VND > 3.576.390.250,3.576.390.250,570.515.815.172,570515815172.0
