row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,numeric__Mối quan hệ
Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,Công ty mẹ,
Công ty Cổ phần Dây Cáp Điện Việt Nam,Công ty Cổ phần Dây Cáp Điện Việt Nam,Công ty Cổ phần Dây Cáp Điện Việt Nam,Công ty con,
Công ty Cổ phần Thiết bị Điện,Công ty Cổ phần Thiết bị Điện,Công ty Cổ phần Thiết bị Điện,Công ty con,
Công ty Cổ phần Chế tạo Điện Cơ Hà Nội,Công ty Cổ phần Chế tạo Điện Cơ Hà Nội,Công ty Cổ phần Chế tạo Điện Cơ Hà Nội,Công ty con,
Công ty Cổ phần Thiết bị đo điện EMIC,Công ty Cổ phần Thiết bị đo điện EMIC,Công ty Cổ phần Thiết bị đo điện EMIC,Công ty con,
Công ty Dây đồng Việt Nam CFT,Công ty Dây đồng Việt Nam CFT,Công ty Dây đồng Việt Nam CFT,Công ty con,
Công ty TNHH Phát điện GELEX,Công ty TNHH Phát điện GELEX,Công ty TNHH Phát điện GELEX,Công ty con,
Công ty Cổ phần Mua bán điện GELEX,Công ty Cổ phần Mua bán điện GELEX,Công ty Cổ phần Mua bán điện GELEX,Công ty con,
Công ty Cổ phần Sản xuất Máy biến áp Truyền tải MEE,Công ty Cổ phần Sản xuất Máy biến áp Truyền tải MEE,Công ty Cổ phần Sản xuất Máy biến áp Truyền tải MEE,Công ty con,
Công ty TNHH GELEX Technology,Công ty TNHH GELEX Technology,Công ty TNHH GELEX Technology,Công ty con,
Công ty Cổ phần Phú Thạnh Mỹ,Công ty Cổ phần Phú Thạnh Mỹ,Công ty Cổ phần Phú Thạnh Mỹ,Công ty con gián tiếp đến ngày 10 tháng 12 năm 2025,
Công ty TNHH MTV Cadivi Đồng Nai,Công ty TNHH MTV Cadivi Đồng Nai,Công ty TNHH MTV Cadivi Đồng Nai,Công ty con gián tiếp,
Công ty TNHH MTV Cadivi Miền Bắc,Công ty TNHH MTV Cadivi Miền Bắc,Công ty TNHH MTV Cadivi Miền Bắc,Công ty con gián tiếp,
Công ty Cổ phần Hạ tầng GELEX,Công ty Cổ phần Hạ tầng GELEX,Công ty Cổ phần Hạ tầng GELEX,Công ty cùng Tập đoàn,
Công ty TNHH Đầu tư GELEX,Công ty TNHH Đầu tư GELEX,Công ty TNHH Đầu tư GELEX,Công ty cùng Tập đoàn,
Công ty Cổ phần Máy tính - Truyền thông - Điều khiển 3C,Công ty Cổ phần Máy tính - Truyền thông - Điều khiển 3C,Công ty Cổ phần Máy tính - Truyền thông - Điều khiển 3C,Cổ đông /Bên liên quan của thành viên HĐQT,
Công ty Cổ phần GVI,Công ty Cổ phần GVI,Công ty Cổ phần GVI,Bên liên quan của thành viên HĐQT,
Tổng Công ty Thiết bị điện Đông Anh - Công ty cổ phần,Tổng Công ty Thiết bị điện Đông Anh - Công ty cổ phần,Tổng Công ty Thiết bị điện Đông Anh - Công ty cổ phần,Công ty liên kết,
Công ty TNHH S.A.S - CTAMAD,Công ty TNHH S.A.S - CTAMAD,Công ty TNHH S.A.S - CTAMAD,Công ty liên kết gián tiếp,
Công ty Cổ phần Chế tạo điện cơ HEM,Công ty Cổ phần Chế tạo điện cơ HEM,Công ty Cổ phần Chế tạo điện cơ HEM,Công ty liên kết gián tiếp,
Công ty TNHH Điện cơ Hà Nội,Công ty TNHH Điện cơ Hà Nội,Công ty TNHH Điện cơ Hà Nội,Công ty liên kết gián tiếp,
