row_label_raw,row_label_full,Vay ngắn hạn,Số đầu năm > Giá trị,Số đầu năm > VND Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > VND Giám,Số cuối năm > Giá trị,Số cuối năm > VND Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > VND Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > VND Giám,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > VND Số có khả năng trả nợ
Vay ngắn hàng (i),Vay ngắn hàng (i),Vay ngắn hàng (i),209.086.520.617,209.086.520.617,563.603.902.173,609.738.482.110,162.951.940.680,162.951.940.680,209086520617.0,209086520617.0,563603902173.0,609738482110.0,162951940680.0,162951940680.0
Vay ngắn hạn các bên liên quan (Chi tiết trình bày tại Thuyết minh số 30),Vay ngắn hạn các bên liên quan (Chi tiết trình bày tại Thuyết minh số 30),Vay ngắn hạn các bên liên quan (Chi tiết trình bày tại Thuyết minh số 30),440.000.000.000,440.000.000.000,405.000.000.000,845.000.000.000,-,-,440000000000.0,440000000000.0,405000000000.0,845000000000.0,,
,,,649.086.520.617,649.086.520.617,968.603.902.173,1.454.738.482.110,162.951.940.680,162.951.940.680,649086520617.0,649086520617.0,968603902173.0,1454738482110.0,162951940680.0,162951940680.0
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,,,,,,,,,,,,
Vay dài hạn đến hạn trả ngân hàng,Vay dài hạn đến hạn trả > Vay dài hạn đến hạn trả ngân hàng,Vay dài hạn đến hạn trả ngân hàng,-,-,133.408.700.000,-,133.408.700.000,133.408.700.000,,,133408700000.0,,133408700000.0,133408700000.0
,,,-,-,133.408.700.000,-,133.408.700.000,133.408.700.000,,,133408700000.0,,133408700000.0,133408700000.0
,,,649.086.520.617,649.086.520.617,1.102.012.602.173,1.454.738.482.110,296.360.640.680,296.360.640.680,649086520617.0,649086520617.0,1102012602173.0,1454738482110.0,296360640680.0,296360640680.0
