row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGĂN HẠN,100,,2.032.084.293.382,512.681.504.650,,100.0,,2032084293382.0,512681504650.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,5,274.669.193.117,102.846.824.847,,110.0,5.0,274669193117.0,102846824847.0
1.,1.,1.,Tiền,111,,44.669.193.117,102.846.824.847,,111.0,,44669193117.0,102846824847.0
2.,2.,2.,Các khoản tương đương tiền,112,,230.000.000.000,-,,112.0,,230000000000.0,
II.,II.,II.,Các khoản phải thu ngắn hạn,130,,1.750.626.072.903,396.788.917.799,,130.0,,1750626072903.0,396788917799.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,39.349.048.605,187.627.309.118,,131.0,6.0,39349048605.0,187627309118.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,,10.740.549.226,37.500.000,,132.0,,10740549226.0,37500000.0
3.,3.,3.,Phải thu về cho vay ngắn hạn,135,7,1.669.556.849.314,200.000.000.000,,135.0,7.0,1669556849314.0,200000000000.0
4.,4.,4.,Phải thu ngắn hạn khác,136,8,31.607.086.161,9.751.569.084,,136.0,8.0,31607086161.0,9751569084.0
5.,5.,5.,Dự phòng phải thu ngắn hạn khó đòi,137,,(627.460.403),(627.460.403),,137.0,,-627460403.0,-627460403.0
III.,III.,III.,Hàng tồn kho,140,,3.182.271.741,-,,140.0,,3182271741.0,
1.,1.,1.,Hàng tồn kho,141,9,3.182.271.741,-,,141.0,9.0,3182271741.0,
IV.,IV.,IV.,Tài sản ngắn hạn khác,150,,3.606.755.621,13.045.762.004,,150.0,,3606755621.0,13045762004.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,10,1.339.295.092,1.272.095.928,,151.0,10.0,1339295092.0,1272095928.0
2.,2.,2.,Thuế và các khoản khác phải thu Nhà nước,153,15,2.267.460.529,11.773.666.076,,153.0,15.0,2267460529.0,11773666076.0
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,6.303.399.724.590,5.808.559.498.753,,200.0,,6303399724590.0,5808559498753.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,10.000.000,10.000.000,,210.0,,10000000.0,10000000.0
1.,1.,1.,Phải thu dài hạn khác,216,8,10.000.000,10.000.000,,216.0,8.0,10000000.0,10000000.0
II.,II.,II.,Tài sản cố định,220,,11.974.639.824,17.020.827.843,,220.0,,11974639824.0,17020827843.0
1.,1.,1.,Tài sản cố định hữu hình,221,11,2.341.870.492,3.876.820.761,,221.0,11.0,2341870492.0,3876820761.0
,,,- Nguyên giá,222,,9.490.539.932,9.312.451.969,,222.0,,9490539932.0,9312451969.0
,,,- Giá trị hao mòn lũy kế,223,,(7.148.669.440),(5.435.631.208),,223.0,,-7148669440.0,-5435631208.0
2.,2.,2.,Tài sản cố định vô hình,227,12,9.632.769.332,13.144.007.082,,227.0,12.0,9632769332.0,13144007082.0
,,,- Nguyên giá,228,,17.644.588.750,17.644.588.750,,228.0,,17644588750.0,17644588750.0
,,,- Giá trị hao mòn lũy kế,229,,(8.011.819.418),(4.500.581.668),,229.0,,-8011819418.0,-4500581668.0
III.,III.,III.,Đầu tư tài chính dài hạn,250,13,6.245.569.402.736,5.788.498.116.815,,250.0,13.0,6245569402736.0,5788498116815.0
1.,1.,1.,Đầu tư vào công ty con,251,,5.091.451.443.727,4.707.309.678.727,,251.0,,5091451443727.0,4707309678727.0
2.,2.,2.,"Đầu tư vào công ty liên doanh, liên kết",252,,1.183.381.258.737,-,,252.0,,1183381258737.0,
3.,3.,3.,Đầu tư góp vốn vào đơn vị khác,253,,-,1.111.361.869.099,,253.0,,,1111361869099.0
4.,4.,4.,Dự phòng đầu tư tài chính dài hạn,254,,(29.263.299.728),(30.173.431.011),,254.0,,-29263299728.0,-30173431011.0
IV.,IV.,IV.,Tài sản dài hạn khác,260,,45.845.682.030,3.030.554.095,,260.0,,45845682030.0,3030554095.0
1.,1.,1.,Chi phí trả trước dài hạn,261,10,45.845.682.030,3.030.554.095,,261.0,10.0,45845682030.0,3030554095.0
,,,TỔNG CỘNG TÀI SẢN (270=100+200),270,,8.335.484.017.972,6.321.241.003.403,,270.0,,8335484017972.0,6321241003403.0
