row_label_raw,row_label_full,STT,Tên công ty liên kết,Nơi thành lập và hoạt động,Tỷ lệ sở hữu trực tiếp,Tỷ lệ quyền biểu quyết nắm giữ,Hoạt động chính,numeric__Tên công ty liên kết,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ sở hữu trực tiếp,numeric__Tỷ lệ quyền biểu quyết nắm giữ,numeric__Hoạt động chính
1.,1.,1.,"Công ty TNHH S.A.S - CTAMAD (""SAS"")",Hà Nội,"35,00%","35,00%",Kinh doanh khách sạn và cho thuê văn phòng,,,0.35,0.35,
2.,2.,2.,"Công ty Cổ phần Chế tạo Điện Cơ HEM (""HEM EMM"")",Hà Nội,"20,00%","20,00%","Sản xuất mô tơ, máy phát, biến thể điện, thiết bị phân phối và điều khiển điện",,,0.2,0.2,
