row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRẢ,300,,1.567.732.804.366,1.148.931.378.954,,300.0,,1567732804366.0,1148931378954.0
I.,I.,I.,Nợ ngắn hạn,310,,632.556.898.704,1.124.233.072.647,,310.0,,632556898704.0,1124233072647.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,14,26.744.334.743,153.410.538.743,,311.0,14.0,26744334743.0,153410538743.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,18,32.283.416.795,-,,312.0,18.0,32283416795.0,
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,15,260.548.037.648,350.391.013,,313.0,15.0,260548037648.0,350391013.0
4.,4.,4.,Phải trả người lao động,314,,3.910.761.298,2.192.636.775,,314.0,,3910761298.0,2192636775.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,16,12.118.277.479,376.335.351,,315.0,16.0,12118277479.0,376335351.0
6.,6.,6.,Phải trả ngắn hạn khác,319,17,283.388.900,318.446.308.987,,319.0,17.0,283388900.0,318446308987.0
7.,7.,7.,Vay và nợ thuê tài chính ngắn hạn,320,19,296.360.640.680,649.086.520.617,,320.0,19.0,296360640680.0,649086520617.0
8.,8.,8.,"Quỹ khen thưởng, phúc lợi",322,,308.041.161,370.341.161,,322.0,,308041161.0,370341161.0
II.,II.,II.,Nợ dài hạn,330,,935.175.905.662,24.698.306.307,,330.0,,935175905662.0,24698306307.0
1.,1.,1.,Người mua trả tiền trước dài hạn,332,18,-,21.454.612.045,,332.0,18.0,,21454612045.0
2.,2.,2.,Chi phí phải trả dài hạn,333,16,-,1.271.185.764,,333.0,16.0,,1271185764.0
3.,3.,3.,Phải trả dài hạn khác,337,17,1.315.005.662,1.972.508.498,,337.0,17.0,1315005662.0,1972508498.0
4.,4.,4.,Vay và nợ thuê tài chính dài hạn,338,20,933.860.900.000,-,,338.0,20.0,933860900000.0,
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,6.767.751.213.606,5.172.309.624.449,,400.0,,6767751213606.0,5172309624449.0
I.,I.,I.,Vốn chủ sở hữu,410,21,6.767.751.213.606,5.172.309.624.449,,410.0,21.0,6767751213606.0,5172309624449.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,3.659.999.560.000,3.000.000.000.000,,411.0,,3659999560000.0,3000000000000.0
,,,- Cổ phiếu phổ thông có quyền biểu quyết 411a,,,3.659.999.560.000,3.000.000.000.000,,,,3659999560000.0,3000000000000.0
2.,2.,2.,Thặng dư vốn cổ phần,412,,225.051.540.000,835.287.500.000,,412.0,,225051540000.0,835287500000.0
3.,3.,3.,Quỹ đầu tư phát triển,418,,5.000.000.000,5.000.000.000,,418.0,,5000000000.0,5000000000.0
4.,4.,4.,Lợi nhuận sau thuế chưa phân phối,421,,2.877.700.113.606,1.332.022.124.449,,421.0,,2877700113606.0,1332022124449.0
,,,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,722.022.124.449,778.202.564.542,,,,722022124449.0,778202564542.0
,,,- Lợi nhuận sau thuế chưa phân phối năm nay TỔNG CỘNG NGUỒN VỐN (440=300+400),421b,,2.155.677.989.157,553.819.559.907,,,,2155677989157.0,553819559907.0
,,,,440,,8.335.484.017.972,6.321.241.003.403,,440.0,,8335484017972.0,6321241003403.0
