row_label_raw,row_label_full,col_0,Ảnh hưởng,Ảnh hưởng_1,numeric__Ảnh hưởng,numeric__Ảnh hưởng_1
,,,Tuyệt đối Tỷ VND,Tương đối %,,
Khoản mục có biến động chủ yếu,Khoản mục có biến động chủ yếu,Khoản mục có biến động chủ yếu,Khoản mục có biến động chủ yếu,Khoản mục có biến động chủ yếu,,
Tăng Thu nhập từ hoạt động dịch vụ,Khoản mục có biến động chủ yếu > Tăng Thu nhập từ hoạt động dịch vụ,Tăng Thu nhập từ hoạt động dịch vụ,769,"11,27",769.0,11.27
Tăng Lãi thuần từ mua bán chứng khoán kinh doanh,Khoản mục có biến động chủ yếu > Tăng Lãi thuần từ mua bán chứng khoán kinh doanh,Tăng Lãi thuần từ mua bán chứng khoán kinh doanh,278,"4,07",278.0,4.07
Thu nhập từ các khoản cho vay đã xử lý bằng quỹ dự phòng rủi ro (thuộc Thu nhập từ hoạt động khác),Khoản mục có biến động chủ yếu > Thu nhập từ các khoản cho vay đã xử lý bằng quỹ dự phòng rủi ro (thuộc Thu nhập từ hoạt động khác),Thu nhập từ các khoản cho vay đã xử lý bằng quỹ dự phòng rủi ro (thuộc Thu nhập từ hoạt động khác),287,"4,21",287.0,4.21
,,,1.334,"19,55",1334.0,19.55
