row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2016Triệu VND,31/12/2015Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2016Triệu VND,numeric__31/12/2015Triệu VND
B,B,B,NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,,,,,,
I,B > I,I,Các khoản nợ Chính phủ và NHNN,15,54.151.413,41.479.553,,15.0,54151413.0,41479553.0
II,B > II,II,Tiền gửi và vay các tổ chức tín dụng khác,16,72.238.405,72.135.381,,16.0,72238405.0,72135381.0
1,B > 1,1,Tiền gửi của các tổ chức tín dụng khác,,53.282.230,51.743.682,,,53282230.0,51743682.0
2,B > 2,2,Vay các tổ chức tín dụng khác,,18.956.175,20.391.699,,,18956175.0,20391699.0
III,B > III,III,Tiền gửi của khách hàng,17,590.451.344,501.162.550,,17.0,590451344.0,501162550.0
VI,B > VI,VI,Phát hành giấy tờ có giá,19,10.286.376,2.479.070,,19.0,10286376.0,2479070.0
VII,B > VII,VII,Các khoản nợ khác,,12.677.844,11.965.744,,,12677844.0,11965744.0
1,B > 1,1,"Các khoản lãi, phí phải trả",20(a),6.454.174,4.988.305,,,6454174.0,4988305.0
2,B > 2,2,Thuế thu nhập doanh nghiệp hoãn lại phải trả,,18.461,19.444,,,18461.0,19444.0
3,B > 3,3,Các khoản phải trả và công nợ khác,20(b),6.205.209,6.957.995,,,6205209.0,6957995.0
,,,TỔNG NỘ PHẢI TRẢ,,739.805.382,629.222.298,,,739805382.0,629222298.0
VIII,VIII,VIII,Vốn chủ sở hữu,,,,,,,
1,VIII > 1,1,Vốn của tổ chức tín dụng,,36.022.846,32.420.681,,,36022846.0,32420681.0
a,VIII > a,a,Vốn điều lệ,,35.977.686,26.650.203,,,35977686.0,26650203.0
b,VIII > b,b,Thặng dư vốn cổ phần,,-,5.725.318,,,,5725318.0
c,VIII > c,c,Vốn khác,,45.160,45.160,,,45160.0,45160.0
2,VIII > 2,2,Quỹ của tổ chức tín dụng,,5.936.667,4.941.362,,,5936667.0,4941362.0
3,VIII > 3,3,Chênh lệch tỷ giá hối đoái,,84.245,79.969,,,84245.0,79969.0
4,VIII > 4,4,Chênh lệch đánh giá lại tài sản,,83.285,89.222,,,83285.0,89222.0
5,VIII > 5,5,Lợi nhuận chưa phân phối,,5.830.946,7.475.808,,,5830946.0,7475808.0
a,VIII > a,a,Lợi nhuận để lại năm trước,,1.204.902,3.921.494,,,1204902.0,3921494.0
b,VIII > b,b,Lợi nhuận để lại năm nay,,4.626.044,3.554.314,,,4626044.0,3554314.0
6,VIII > 6,6,Lợi ích của cổ đông thiểu số,,143.521,165.300,,,143521.0,165300.0
,,,TỔNG VỐN CHỦ SỞ HỮU,21(a),48.101.510,45.172.342,,,48101510.0,45172342.0
,,,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,787.906.892,674.394.640,,,787906892.0,674394640.0
