row_label_raw,row_label_full,col_0,Ngày 31/12/2015,Phân loại lại theo Thông tư 210,Ngày 31/12/2015_1,numeric__Ngày 31/12/2015,numeric__Phân loại lại theo Thông tư 210,numeric__Ngày 31/12/2015_1
,,,Triệu VND(Số đã trình bày trước đây),Triệu VND,Triệu VND(trình bày lại),,,
Chứng khoán kinh doanh,Chứng khoán kinh doanh,Chứng khoán kinh doanh,9.467.305,457.741,9.925.046,9467305.0,457741.0,9925046.0
Chứng khoán kinh doanh,Chứng khoán kinh doanh,Chứng khoán kinh doanh,9.468.255,473.134,9.941.389,9468255.0,473134.0,9941389.0
Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,(950),(15.393),(16.343),-950.0,-15393.0,-16343.0
Cho vay khách hàng,Cho vay khách hàng,Cho vay khách hàng,378.541.826,571.233,379.113.059,378541826.0,571233.0,379113059.0
Cho vay khách hàng,Cho vay khách hàng,Cho vay khách hàng,387.151.704,571.233,387.722.937,387151704.0,571233.0,387722937.0
Chứng khoán đầu tư,Chứng khoán đầu tư,Chứng khoán đầu tư,108.055.236,(457.741),107.597.495,108055236.0,-457741.0,107597495.0
Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,42.941.175,(473.134),42.468.041,42941175.0,-473134.0,42468041.0
Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,(704.217),15.393,(688.824),-704217.0,15393.0,-688824.0
Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,9.971.680,(571.233),9.400.447,9971680.0,-571233.0,9400447.0
Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,3.532.456,(578.493),2.953.963,3532456.0,-578493.0,2953963.0
"Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",4.842.275,7.260,4.849.535,4842275.0,7260.0,4849535.0
Tiền gửi của khách hàng,Tiền gửi của khách hàng,Tiền gửi của khách hàng,500.528.267,634.283,501.162.550,500528267.0,634283.0,501162550.0
Các khoản nợ khác,Các khoản nợ khác,Các khoản nợ khác,12.600.027,(634.283),11.965.744,12600027.0,-634283.0,11965744.0
Các khoản phải trả và công nợ khác,Các khoản phải trả và công nợ khác,Các khoản phải trả và công nợ khác,7.592.278,(634.283),6.957.995,7592278.0,-634283.0,6957995.0
