row_label_raw,row_label_full,col_0,col_1,Thuyết minh,Năm kết thúc 31/12/2016 Triệu VND,Năm kết thúc 31/12/2015 Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm kết thúc 31/12/2016 Triệu VND,numeric__Năm kết thúc 31/12/2015 Triệu VND
7,7,7,Chi phí thuế thu nhập doanh nghiệp hiện hành,32,(1.672.082),(1.495.100),,32.0,-1672082.0,-1495100.0
8,8,8,Chi phí thuế thu nhập doanh nghiệp hoãn lại,,-,(290),,,,-290.0
XII,XII,XII,Chi phí thuế thu nhập doanh nghiệp,,(1.672.082),(1.495.390),,,-1672082.0,-1495390.0
XIII,XIII,XIII,LỢI NHUẬN SAU THUẾ,,6.851.001,5.332.067,,,6851001.0,5332067.0
XIV,XIV,XIV,Lợi ích của cổ đông thiểu số,,(19.276),(18.139),,,-19276.0,-18139.0
XVI,XVI,XVI,Lợi nhuận thuần trong năm,,6.831.725,5.313.928,,,6831725.0,5313928.0
XV,XV,XV,Lãi cơ bản trên cổ phiếu (VND) (*),21(c),1.566,1.202,,,1566.0,1202.0
