row_label_raw,row_label_full,col_0,Nămkết thúc31/12/2016,Nămkết thúc31/12/2015,numeric__Nămkết thúc31/12/2016,numeric__Nămkết thúc31/12/2015
"Tổng số cán bộ, nhân viên (người)","Tổng số cán bộ, nhân viên (người)","Tổng số cán bộ, nhân viên (người)",15.615,14.755,15615.0,14755.0
"Thu nhập của cán bộ, nhân viên","Thu nhập của cán bộ, nhân viên","Thu nhập của cán bộ, nhân viên",,,,
Tổng quỹ lương và phụ cấp (Triệu VND)(xem Thuyết minh 30),"Thu nhập của cán bộ, nhân viên > Tổng quỹ lương và phụ cấp (Triệu VND)(xem Thuyết minh 30)",Tổng quỹ lương và phụ cấp (Triệu VND)(xem Thuyết minh 30),4.969.987,3.980.288,4969987.0,3980288.0
Thu nhập bình quân tháng/người (Triệu VND),"Thu nhập của cán bộ, nhân viên > Thu nhập bình quân tháng/người (Triệu VND)",Thu nhập bình quân tháng/người (Triệu VND),"26,52","22,48",26.52,22.48
