row_label_raw,row_label_full,col_0,Ngành kinh doanh,Tỷ lệ vốn góp,Giá gốc Triệu VND,Giá trị ghi sổ Triệu VND,numeric__Ngành kinh doanh,numeric__Tỷ lệ vốn góp,numeric__Giá gốc Triệu VND,numeric__Giá trị ghi sổ Triệu VND
Công ty TNHH Vietcombank - Bonday,Công ty TNHH Vietcombank - Bonday,Công ty TNHH Vietcombank - Bonday,Cho thuê văn phòng,16%,11.110,9.349,,0.16,11110.0,9349.0
,,,,,11.110,9.349,,,11110.0,9349.0
