row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
Các khoản phải thu khách hàng ngắn hạn,Các khoản phải thu khách hàng ngắn hạn,Các khoản phải thu khách hàng ngắn hạn,7.004.509.301,349.317.090.370,7004509301.0,349317090370.0
Công ty TNHH MTV Đầu tư Văn Phú Giảng Võ,Công ty TNHH MTV Đầu tư Văn Phú Giảng Võ,Công ty TNHH MTV Đầu tư Văn Phú Giảng Võ,102.186.000,-,102186000.0,
Công ty Cổ phần Đầu tư Văn Phú số 1,Công ty Cổ phần Đầu tư Văn Phú số 1,Công ty Cổ phần Đầu tư Văn Phú số 1,206.573.000,-,206573000.0,
Công ty Cổ phần Đầu tư Văn Phú số 2,Công ty Cổ phần Đầu tư Văn Phú số 2,Công ty Cổ phần Đầu tư Văn Phú số 2,175.708.000,-,175708000.0,
Công ty TNHH Văn Phú - CGM,Công ty TNHH Văn Phú - CGM,Công ty TNHH Văn Phú - CGM,2.229.842.322,-,2229842322.0,
Công ty TNHH Nông dược Trường Minh,Công ty TNHH Nông dược Trường Minh,Công ty TNHH Nông dược Trường Minh,431.650.742,-,431650742.0,
Công ty Cổ phần Kinh doanh Đia ốc Văn Phú,Công ty Cổ phần Kinh doanh Đia ốc Văn Phú,Công ty Cổ phần Kinh doanh Đia ốc Văn Phú,98.714.000,-,98714000.0,
Công ty Cổ phần Đầu tư Văn Phú Homes,Công ty Cổ phần Đầu tư Văn Phú Homes,Công ty Cổ phần Đầu tư Văn Phú Homes,1.522.943.237,969.679.233,1522943237.0,969679233.0
Công ty Cổ phần Đầu tư Văn Phú - Bắc Ái,Công ty Cổ phần Đầu tư Văn Phú - Bắc Ái,Công ty Cổ phần Đầu tư Văn Phú - Bắc Ái,-,806.501.300,,806501300.0
Công ty Cổ phần Đầu tư Văn Phú - Land,Công ty Cổ phần Đầu tư Văn Phú - Land,Công ty Cổ phần Đầu tư Văn Phú - Land,2.236.892.000,12.540.909.837,2236892000.0,12540909837.0
Công ty Cổ phần BDSC,Công ty Cổ phần BDSC,Công ty Cổ phần BDSC,-,335.000.000.000,,335000000000.0
Các khoản trả trước cho người bán ngắn,Các khoản trả trước cho người bán ngắn,Các khoản trả trước cho người bán ngắn,30.007.229.018,84.186.000,30007229018.0,84186000.0
Công ty TNHH Văn Phú - CGM,Công ty TNHH Văn Phú - CGM,Công ty TNHH Văn Phú - CGM,29.631.243.018,-,29631243018.0,
Công ty Cổ phần Tư vấn Đầu tư và Phát triểnkiễn trúc I.D.E.A,Công ty Cổ phần Tư vấn Đầu tư và Phát triểnkiễn trúc I.D.E.A,Công ty Cổ phần Tư vấn Đầu tư và Phát triểnkiễn trúc I.D.E.A,375.986.000,84.186.000,375986000.0,84186000.0
Các khoản phải thu về cho vay,Các khoản phải thu về cho vay,Các khoản phải thu về cho vay,65.460.000.000,1.150.000.000,65460000000.0,1150000000.0
Công ty TNHH MTV Đầu tư Văn Phú Giảng Võ,Công ty TNHH MTV Đầu tư Văn Phú Giảng Võ,Công ty TNHH MTV Đầu tư Văn Phú Giảng Võ,65.460.000.000,1.150.000.000,65460000000.0,1150000000.0
Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,142.406.018.288,140.187.721.849,142406018288.0,140187721849.0
Công ty TNHH MTV Đầu tư Văn Phú Giảng Võ,Công ty TNHH MTV Đầu tư Văn Phú Giảng Võ,Công ty TNHH MTV Đầu tư Văn Phú Giảng Võ,142.406.018.288,140.012.721.849,142406018288.0,140012721849.0
- Tiền đầu tư thực hiện dự án,- Tiền đầu tư thực hiện dự án,- Tiền đầu tư thực hiện dự án,140.000.000.000,140.000.000.000,140000000000.0,140000000000.0
- Tiền lãi vay dự thu,- Tiền lãi vay dự thu,- Tiền lãi vay dự thu,2.406.018.288,12.721.849,2406018288.0,12721849.0
Công ty Cổ phần Đầu tư và Phát triển Thươngmại Văn Phú,Công ty Cổ phần Đầu tư và Phát triển Thươngmại Văn Phú,Công ty Cổ phần Đầu tư và Phát triển Thươngmại Văn Phú,-,175.000.000,,175000000.0
Các khoản phải thu dài hạn khác,Các khoản phải thu dài hạn khác,Các khoản phải thu dài hạn khác,98.888.805.000,78.180.385.000,98888805000.0,78180385000.0
Công ty Cổ phần Đầu tư Văn Phú số 2 - gópvốn hợp tác đầu tư,Công ty Cổ phần Đầu tư Văn Phú số 2 - gópvốn hợp tác đầu tư,Công ty Cổ phần Đầu tư Văn Phú số 2 - gópvốn hợp tác đầu tư,35.580.385.000,35.580.385.000,35580385000.0,35580385000.0
Công ty Cổ phần Văn Phú Bắc Ái - góp vốn hợp tác đầu tư,Công ty Cổ phần Văn Phú Bắc Ái - góp vốn hợp tác đầu tư,Công ty Cổ phần Văn Phú Bắc Ái - góp vốn hợp tác đầu tư,63.308.420.000,36.600.000.000,63308420000.0,36600000000.0
Công ty TNHH Nông dược Trường Minh - gópvốn hợp tác đầu tư,Công ty TNHH Nông dược Trường Minh - gópvốn hợp tác đầu tư,Công ty TNHH Nông dược Trường Minh - gópvốn hợp tác đầu tư,-,6.000.000.000,,6000000000.0
Các khoản phải trả người bán,Các khoản phải trả người bán,Các khoản phải trả người bán,12.120.842.433,8.446.619.006,12120842433.0,8446619006.0
Công ty TNHH Văn Phú - CGM,Công ty TNHH Văn Phú - CGM,Công ty TNHH Văn Phú - CGM,5.466.253.749,-,5466253749.0,
Công ty Cổ phần Đầu tư Văn Phú Homes,Công ty Cổ phần Đầu tư Văn Phú Homes,Công ty Cổ phần Đầu tư Văn Phú Homes,3.385.237.756,1.114.579.806,3385237756.0,1114579806.0
Công ty Cổ phần Tư vấn Đầu tư và Phát triểnkiễn trúc I.D.E.A,Công ty Cổ phần Tư vấn Đầu tư và Phát triểnkiễn trúc I.D.E.A,Công ty Cổ phần Tư vấn Đầu tư và Phát triểnkiễn trúc I.D.E.A,-,7.332.039.200,,7332039200.0
Công ty Cổ phần Kinh doanh Địa ốc Văn Phú,Công ty Cổ phần Kinh doanh Địa ốc Văn Phú,Công ty Cổ phần Kinh doanh Địa ốc Văn Phú,3.269.350.928,-,3269350928.0,
Các khoản phải trả ngắn hạn khác,Các khoản phải trả ngắn hạn khác,Các khoản phải trả ngắn hạn khác,21.206.684.636,21.191.084.636,21206684636.0,21191084636.0
