row_label_raw,row_label_full,Thuế giá trị gia tăng,Số đầu nămphải thuVND > 296.387.000,Số đầu nămphải nộp > -,Số phải nộp/thu trong nămVND > 184.463.587.737,Số đã thực nộp/bù trừ trong nămVND > 184.463.587.737,Số cuối nămphải thuVND > 296.387.000,Số cuối nămphải nộpVND > -,numeric__Số đầu nămphải thuVND > 296.387.000,numeric__Số đầu nămphải nộp > -,numeric__Số phải nộp/thu trong nămVND > 184.463.587.737,numeric__Số đã thực nộp/bù trừ trong nămVND > 184.463.587.737,numeric__Số cuối nămphải thuVND > 296.387.000,numeric__Số cuối nămphải nộpVND > -
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,-,69.981.479.878,69.481.523.861,81.178.484.848,-,58.284.518.891,,69981479878.0,69481523861.0,81178484848.0,,58284518891.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,-,349.322.559,16.068.732.443,15.469.651.326,-,948.403.676,,349322559.0,16068732443.0,15469651326.0,,948403676.0
Các khoản thuế khác,Các khoản thuế khác,Các khoản thuế khác,8.225.849,-,1.705.853.462,1.705.853.462,8.225.849,-,8225849.0,,1705853462.0,1705853462.0,8225849.0,
,,,304.612.849,70.330.802.437,271.719.697.503,282.817.577.373,304.612.849,59.232.922.567,304612849.0,70330802437.0,271719697503.0,282817577373.0,304612849.0,59232922567.0
