row_label_raw,row_label_full,col_0,Số cuối kỳVND,Số đầu kỳVND,numeric__Số cuối kỳVND,numeric__Số đầu kỳVND
Tổng số tiền thuê tối thiểu trong tương lai của hợp đồng thuê hoạt động tài sản không hùy ngang theo các thời hạn:,Tổng số tiền thuê tối thiểu trong tương lai của hợp đồng thuê hoạt động tài sản không hùy ngang theo các thời hạn:,Tổng số tiền thuê tối thiểu trong tương lai của hợp đồng thuê hoạt động tài sản không hùy ngang theo các thời hạn:,,,,
Từ 1 năm trở xuống,Tổng số tiền thuê tối thiểu trong tương lai của hợp đồng thuê hoạt động tài sản không hùy ngang theo các thời hạn: > Từ 1 năm trở xuống,Từ 1 năm trở xuống,11.472.193.200,11.472.193.200,11472193200.0,11472193200.0
Trên 1 năm đến 5 năm,Tổng số tiền thuê tối thiểu trong tương lai của hợp đồng thuê hoạt động tài sản không hùy ngang theo các thời hạn: > Trên 1 năm đến 5 năm,Trên 1 năm đến 5 năm,45.888.772.800,45.888.772.800,45888772800.0,45888772800.0
Trên 5 năm,Tổng số tiền thuê tối thiểu trong tương lai của hợp đồng thuê hoạt động tài sản không hùy ngang theo các thời hạn: > Trên 5 năm,Trên 5 năm,456.019.679.700,467.491.872.900,456019679700.0,467491872900.0
,,,513.380.645.700,524.852.838.900,513380645700.0,524852838900.0
