row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,VND,VND,,
Lợi nhuận trước thuế,Lợi nhuận trước thuế,Lợi nhuận trước thuế,295.050.219.652,469.143.601.747,295050219652.0,469143601747.0
Thu nhập từ hoạt động kinh doanh bất động sản,Thu nhập từ hoạt động kinh doanh bất động sản,Thu nhập từ hoạt động kinh doanh bất động sản,259.141.380.809,485.610.406.332,259141380809.0,485610406332.0
Thu nhập từ hoạt động kinh doanh khác,Thu nhập từ hoạt động kinh doanh khác,Thu nhập từ hoạt động kinh doanh khác,35.908.838.843,(16.466.804.585),35908838843.0,-16466804585.0
Điều chỉnh cho thu nhập chịu thuế,Điều chỉnh cho thu nhập chịu thuế,Điều chỉnh cho thu nhập chịu thuế,Điều chỉnh cho thu nhập chịu thuế,Điều chỉnh cho thu nhập chịu thuế,,
Thu nhập từ hoạt động kinh doanh bất động sản,Thu nhập từ hoạt động kinh doanh bất động sản,Thu nhập từ hoạt động kinh doanh bất động sản,,,,
Trừ: Các khoản điều chỉnh giảm,Thu nhập từ hoạt động kinh doanh bất động sản > Trừ: Các khoản điều chỉnh giảm,Trừ: Các khoản điều chỉnh giảm,3.585.138.923,8.408.898.451,3585138923.0,8408898451.0
Cộng: Các khoản điều chỉnh tăng,Thu nhập từ hoạt động kinh doanh bất động sản > Cộng: Các khoản điều chỉnh tăng,Cộng: Các khoản điều chỉnh tăng,51.687.414.256,3.993.874.973,51687414256.0,3993874973.0
Thu nhập từ hoạt động kinh doanh khác,Thu nhập từ hoạt động kinh doanh khác,Thu nhập từ hoạt động kinh doanh khác,,,,
Trừ: Các khoản điều chỉnh giảm,Thu nhập từ hoạt động kinh doanh khác > Trừ: Các khoản điều chỉnh giảm,Trừ: Các khoản điều chỉnh giảm,894.377.282,175.000.000,894377282.0,175000000.0
Cộng: Các khoản điều chỉnh tăng,Thu nhập từ hoạt động kinh doanh khác > Cộng: Các khoản điều chỉnh tăng,Cộng: Các khoản điều chỉnh tăng,5.149.501.601,20.117.444.687,5149501601.0,20117444687.0
Trong đó: Lãi vay không được trừ,Thu nhập từ hoạt động kinh doanh khác > Trong đó: Lãi vay không được trừ,Trong đó: Lãi vay không được trừ,52.214.613.888,-,52214613888.0,
Thu nhập chịu thuế năm hiện hành,Thu nhập chịu thuế năm hiện hành,Thu nhập chịu thuế năm hiện hành,Thu nhập chịu thuế năm hiện hành,Thu nhập chịu thuế năm hiện hành,,
Thu nhập từ hoạt động kinh doanh bất động sản chịu thuế suất 20%,Thu nhập chịu thuế năm hiện hành > Thu nhập từ hoạt động kinh doanh bất động sản chịu thuế suất 20%,Thu nhập từ hoạt động kinh doanh bất động sản chịu thuế suất 20%,307.243.656.142,481.195.382.854,307243656142.0,481195382854.0
Thu nhập từ hoạt động kinh doanh khác chịu thuế suất 20%,Thu nhập chịu thuế năm hiện hành > Thu nhập từ hoạt động kinh doanh khác chịu thuế suất 20%,Thu nhập từ hoạt động kinh doanh khác chịu thuế suất 20%,40.163.963.162,3.475.640.102,40163963162.0,3475640102.0
Chi phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế năm hiện hành,Thu nhập chịu thuế năm hiện hành > Chi phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế năm hiện hành,Chi phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế năm hiện hành,69.481.523.861,96.934.204.591,69481523861.0,96934204591.0
Điều chỉnh chi phí thuế TNDN của các năm trước vào chi phí thuế thu nhập hiện hành năm nay,Thu nhập chịu thuế năm hiện hành > Điều chỉnh chi phí thuế TNDN của các năm trước vào chi phí thuế thu nhập hiện hành năm nay,Điều chỉnh chi phí thuế TNDN của các năm trước vào chi phí thuế thu nhập hiện hành năm nay,-,1.681.779.690,,1681779690.0
Tổng chi phí thuế TNDN hiện hành,Thu nhập chịu thuế năm hiện hành > Tổng chi phí thuế TNDN hiện hành,Tổng chi phí thuế TNDN hiện hành,69.481.523.861,98.615.984.281,69481523861.0,98615984281.0
