row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Giá gốc,VND,Giá gốc,VND,,,,
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,1.405.746.250.000,-,1.273.926.250.000,-,1405746250000.0,,1273926250000.0,
Công ty TNHH Văn Phú Resort - Lộc Bình,Công ty TNHH Văn Phú Resort - Lộc Bình,Công ty TNHH Văn Phú Resort - Lộc Bình,550.000.000.000,-,460.000.000.000,-,550000000000.0,,460000000000.0,
Công ty TNHH MTV Đầu tư Văn Phú Giảng Võ,Công ty TNHH MTV Đầu tư Văn Phú Giảng Võ,Công ty TNHH MTV Đầu tư Văn Phú Giảng Võ,428.000.000.000,-,428.000.000.000,-,428000000000.0,,428000000000.0,
Công ty Cổ phần Đầu tư Văn Phú số 2,Công ty Cổ phần Đầu tư Văn Phú số 2,Công ty Cổ phần Đầu tư Văn Phú số 2,163.031.250.000,-,163.031.250.000,-,163031250000.0,,163031250000.0,
Công ty Cổ phần Đầu tư Văn Phú số 1,Công ty Cổ phần Đầu tư Văn Phú số 1,Công ty Cổ phần Đầu tư Văn Phú số 1,102.845.000.000,-,102.845.000.000,-,102845000000.0,,102845000000.0,
Công ty Cổ phần Văn Phú Bắc Ái,Công ty Cổ phần Văn Phú Bắc Ái,Công ty Cổ phần Văn Phú Bắc Ái,90.000.000.000,-,90.000.000.000,-,90000000000.0,,90000000000.0,
Công ty TNHH Văn Phú - CGM,Công ty TNHH Văn Phú - CGM,Công ty TNHH Văn Phú - CGM,35.800.000.000,-,29.550.000.000,-,35800000000.0,,29550000000.0,
Công ty Cổ phần Văn Phú Homes,Công ty Cổ phần Văn Phú Homes,Công ty Cổ phần Văn Phú Homes,570.000.000,-,500.000.000,-,570000000.0,,500000000.0,
Công ty TNHH Nông dược Trường Minh (i),Công ty TNHH Nông dược Trường Minh (i),Công ty TNHH Nông dược Trường Minh (i),35.500.000.000,-,-,-,35500000000.0,,,
Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,528.633.189.272,-,504.239.554.272,-,528633189272.0,,504239554272.0,
Công ty Cổ phần Đầu tư và Phát triển Thương mại Văn Phú,Công ty Cổ phần Đầu tư và Phát triển Thương mại Văn Phú,Công ty Cổ phần Đầu tư và Phát triển Thương mại Văn Phú,278.006.400.000,-,278.006.400.000,-,278006400000.0,,278006400000.0,
Công ty Cổ phần Đầu tư BOT Hà Nội - Bắc Giang,Công ty Cổ phần Đầu tư BOT Hà Nội - Bắc Giang,Công ty Cổ phần Đầu tư BOT Hà Nội - Bắc Giang,163.786.400.000,-,163.786.400.000,-,163786400000.0,,163786400000.0,
Công ty Cổ phần In và Văn hóa phẩm,Công ty Cổ phần In và Văn hóa phẩm,Công ty Cổ phần In và Văn hóa phẩm,33.777.503.175,-,33.777.503.175,-,33777503175.0,,33777503175.0,
Công ty TNHH BT Hà Đông,Công ty TNHH BT Hà Đông,Công ty TNHH BT Hà Đông,50.902.886.097,-,26.509.251.097,-,50902886097.0,,26509251097.0,
Công ty Cổ phần Kinh doanh Địa éc Văn Phú,Công ty Cổ phần Kinh doanh Địa éc Văn Phú,Công ty Cổ phần Kinh doanh Địa éc Văn Phú,2.160.000.000,-,2.160.000.000,-,2160000000.0,,2160000000.0,
Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,-,-,89.500.000.000,-,,,89500000000.0,
Công ty TNHH Nông dược Trường Minh (i),Công ty TNHH Nông dược Trường Minh (i),Công ty TNHH Nông dược Trường Minh (i),-,-,10.500.000.000,-,,,10500000000.0,
Công ty TNHH Đầu tư Hưng Phú Residence (ii),Công ty TNHH Đầu tư Hưng Phú Residence (ii),Công ty TNHH Đầu tư Hưng Phú Residence (ii),-,-,79.000.000.000,-,,,79000000000.0,
