row_label_raw,row_label_full,Cổ phiếu,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
Số lượng cổ phiếu đã bán ra công chúng,Số lượng cổ phiếu đã bán ra công chúng,Số lượng cổ phiếu đã bán ra công chúng,160.000.000,160.000.000,160000000.0,160000000.0
Cổ phiếu phố thông,Cổ phiếu phố thông,Cổ phiếu phố thông,160.000.000,160.000.000,160000000.0,160000000.0
Số lượng cổ phiếu đang lưu hành,Số lượng cổ phiếu đang lưu hành,Số lượng cổ phiếu đang lưu hành,160.000.000,160.000.000,160000000.0,160000000.0
Cổ phiếu phố thông,Cổ phiếu phố thông,Cổ phiếu phố thông,160.000.000,160.000.000,160000000.0,160000000.0
