row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,VND,VND,,
Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,4.543.520.396,394.997.426,4543520396.0,394997426.0
Công ty TNHH MTV Đầu tư Văn Phú Giàng Võ,Công ty TNHH MTV Đầu tư Văn Phú Giàng Võ,Công ty TNHH MTV Đầu tư Văn Phú Giàng Võ,512.526.589,-,512526589.0,
Công ty Cổ phần Đầu tư Văn Phú số 1,Công ty Cổ phần Đầu tư Văn Phú số 1,Công ty Cổ phần Đầu tư Văn Phú số 1,671.431.557,55.140.617,671431557.0,55140617.0
Công ty Cổ phần Đầu tư Văn Phú số 2,Công ty Cổ phần Đầu tư Văn Phú số 2,Công ty Cổ phần Đầu tư Văn Phú số 2,889.292.772,185.483.243,889292772.0,185483243.0
Công ty TNHH Văn Phú - CGM,Công ty TNHH Văn Phú - CGM,Công ty TNHH Văn Phú - CGM,1.067.129.384,-,1067129384.0,
Công ty Cổ phần Văn Phú Homes,Công ty Cổ phần Văn Phú Homes,Công ty Cổ phần Văn Phú Homes,516.736.051,25.533.056,516736051.0,25533056.0
Công ty TNHH Nông dược Trường Minh,Công ty TNHH Nông dược Trường Minh,Công ty TNHH Nông dược Trường Minh,392.409.765,-,392409765.0,
Công ty Cổ phần Kinh doanh Địa ốc Văn Phú,Công ty Cổ phần Kinh doanh Địa ốc Văn Phú,Công ty Cổ phần Kinh doanh Địa ốc Văn Phú,493.994.278,-,493994278.0,
Công ty Cổ phần Đầu tư và Phát triển Thương mại Văn Phú,Công ty Cổ phần Đầu tư và Phát triển Thương mại Văn Phú,Công ty Cổ phần Đầu tư và Phát triển Thương mại Văn Phú,-,62.471.995,,62471995.0
Công ty Cổ phần Đầu tư Văn Phú - IPS,Công ty Cổ phần Đầu tư Văn Phú - IPS,Công ty Cổ phần Đầu tư Văn Phú - IPS,-,66.368.515,,66368515.0
Doanh thu tài chính,Doanh thu tài chính,Doanh thu tài chính,3.328.227.946,12.721.849,3328227946.0,12721849.0
Công ty TNHH MTV Đầu tư Văn Phú Giàng Võ,Công ty TNHH MTV Đầu tư Văn Phú Giàng Võ,Công ty TNHH MTV Đầu tư Văn Phú Giàng Võ,3.328.227.946,12.721.849,3328227946.0,12721849.0
Chi phí mua dịch vụ,Chi phí mua dịch vụ,Chi phí mua dịch vụ,312.873.959.513,1.852.072.782,312873959513.0,1852072782.0
