row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Trà trước cho người bán ngắn hạn,Trà trước cho người bán ngắn hạn,Trà trước cho người bán ngắn hạn,Trà trước cho người bán ngắn hạn,Trà trước cho người bán ngắn hạn,,
Công ty TNHH Kiến trúc và Chuyển giao Công nghệ Xây dựng HMP,Trà trước cho người bán ngắn hạn > Công ty TNHH Kiến trúc và Chuyển giao Công nghệ Xây dựng HMP,Công ty TNHH Kiến trúc và Chuyển giao Công nghệ Xây dựng HMP,7.457.170.625,-,7457170625.0,
Công ty TNHH Đầu tư Dịch vụ Hưng Phát,Trà trước cho người bán ngắn hạn > Công ty TNHH Đầu tư Dịch vụ Hưng Phát,Công ty TNHH Đầu tư Dịch vụ Hưng Phát,2.319.635.324,-,2319635324.0,
Công ty Cổ phần Phú Thành,Trà trước cho người bán ngắn hạn > Công ty Cổ phần Phú Thành,Công ty Cổ phần Phú Thành,2.884.119.200,-,2884119200.0,
Công ty Cổ phần Xây dựng dân dụng và công nghiệp Việt Nam,Trà trước cho người bán ngắn hạn > Công ty Cổ phần Xây dựng dân dụng và công nghiệp Việt Nam,Công ty Cổ phần Xây dựng dân dụng và công nghiệp Việt Nam,2.601.399.000,-,2601399000.0,
Công ty Cổ phần Đầu tư Xây dựng Hòa Lâm,Trà trước cho người bán ngắn hạn > Công ty Cổ phần Đầu tư Xây dựng Hòa Lâm,Công ty Cổ phần Đầu tư Xây dựng Hòa Lâm,1.004.915.400,24.708.568.000,1004915400.0,24708568000.0
Công ty TNHH Kỹ thuật Mesco,Trà trước cho người bán ngắn hạn > Công ty TNHH Kỹ thuật Mesco,Công ty TNHH Kỹ thuật Mesco,-,13.422.144.050,,13422144050.0
Công ty Cổ phần Kính Cộng,Trà trước cho người bán ngắn hạn > Công ty Cổ phần Kính Cộng,Công ty Cổ phần Kính Cộng,-,11.691.919.800,,11691919800.0
Các khoản trả trước cho người bán khác,Trà trước cho người bán ngắn hạn > Các khoản trả trước cho người bán khác,Các khoản trả trước cho người bán khác,17.436.946.575,40.239.278.619,17436946575.0,40239278619.0
Trà trước cho các bên liên quan(Chỉ tiết tại Thuyết minh số 30),Trà trước cho người bán ngắn hạn > Trà trước cho các bên liên quan(Chỉ tiết tại Thuyết minh số 30),Trà trước cho các bên liên quan(Chỉ tiết tại Thuyết minh số 30),30.007.229.018,84.186.000,30007229018.0,84186000.0
,,,63.711.415.142,90.146.096.469,63711415142.0,90146096469.0
