row_label_raw,row_label_full,col_0,Vốn góp của chủ sở hữu,Quỹ đầu tư phát triển,Quỹ khác thuộc vốn chủ sở hữu,Lợi nhuận sau thuế chưa phân phối,Tổng cộng,numeric__Vốn góp của chủ sở hữu,numeric__Quỹ đầu tư phát triển,numeric__Quỹ khác thuộc vốn chủ sở hữu,numeric__Lợi nhuận sau thuế chưa phân phối,numeric__Tổng cộng
,,,VND,VND,VND,VND,VND,,,,,
Số dư đầu năm trước,Số dư đầu năm trước,Số dư đầu năm trước,1.600.000.000.000,15.177.859.740,7.588.929.869,226.489.193.851,1.849.255.983.460,1600000000000.0,15177859740.0,7588929869.0,226489193851.0,1849255983460.0
Lợi nhuận trong năm,Lợi nhuận trong năm,Lợi nhuận trong năm,-,-,-,370.527.617.466,370.527.617.466,,,,370527617466.0,370527617466.0
Số dư đầu năm nay,Số dư đầu năm nay,Số dư đầu năm nay,1.600.000.000.000,15.177.859.740,7.588.929.869,597.016.811.317,2.219.783.600.926,1600000000000.0,15177859740.0,7588929869.0,597016811317.0,2219783600926.0
Lợi nhuận trong năm,Lợi nhuận trong năm,Lợi nhuận trong năm,-,-,-,225.568.695.791,225.568.695.791,,,,225568695791.0,225568695791.0
Chia cổ tức (i),Chia cổ tức (i),Chia cổ tức (i),-,-,-,(256.000.000.000),(256.000.000.000),,,,-256000000000.0,-256000000000.0
"Trích quỹ khen thưởng, phúc lợi (ii)","Trích quỹ khen thưởng, phúc lợi (ii)","Trích quỹ khen thưởng, phúc lợi (ii)",-,-,-,(22.980.000.000),(22.980.000.000),,,,-22980000000.0,-22980000000.0
Số dư cuối năm nay,Số dư cuối năm nay,Số dư cuối năm nay,1.600.000.000.000,15.177.859.740,7.588.929.869,543.605.507.108,2.166.372.296.717,1600000000000.0,15177859740.0,7588929869.0,543605507108.0,2166372296717.0
