row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
I.,I.,I.,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1.,I. > 1.,1.,"Tiền thu từ bán hàng, cung cấp dịch vụ và doanh thu khác",1,1.356.217.811.202,165.662.521.479,,1.0,1356217811202.0,165662521479.0
2.,I. > 2.,2.,Tiền chi trả cho người cung cấp hàng hóa và dịch vụ,2,(687.260.229.889),(920.134.998.221),,2.0,-687260229889.0,-920134998221.0
3.,I. > 3.,3.,Tiền chi trả cho người lao động,3,(52.065.780.403),(36.489.198.239),,3.0,-52065780403.0,-36489198239.0
4.,I. > 4.,4.,Tiền lãi vay đã trả,4,(147.444.427.899),(28.800.065.470),,4.0,-147444427899.0,-28800065470.0
5.,I. > 5.,5.,Thuế thu nhập doanh nghiệp đã nộp,5,(81.178.484.848),(89.788.193.379),,5.0,-81178484848.0,-89788193379.0
6.,I. > 6.,6.,Tiền thu khác từ hoạt động kinh doanh,6,362.171.692.238,1.633.966.581.919,,6.0,362171692238.0,1633966581919.0
7.,I. > 7.,7.,Tiền chi khác cho hoạt động kinh doanh,7,(794.670.993.484),(729.634.368.979),,7.0,-794670993484.0,-729634368979.0
,,,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,(44.230.413.083),(5.217.720.890),,20.0,-44230413083.0,-5217720890.0
II.,II.,II.,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,,
1.,II. > 1.,1.,"Tiền chi mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",21,(397.786.381.293),(10.854.727.853),,21.0,-397786381293.0,-10854727853.0
2.,II. > 2.,2.,"Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",22,-,2.996.000.000,,22.0,,2996000000.0
3.,II. > 3.,3.,"Tiền chi cho vay, mua công cụ nợ của đơn vị khác",23,(314.310.000.000),(171.150.000.000),,23.0,-314310000000.0,-171150000000.0
4.,II. > 4.,4.,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,252.500.000.000,42.000.000.000,,24.0,252500000000.0,42000000000.0
5.,II. > 5.,5.,Tiền chi đầu tư góp vốn vào đơn vị khác,25,(125.413.635.000),(744.923.772.286),,25.0,-125413635000.0,-744923772286.0
6.,II. > 6.,6.,Tiền thu hồi đầu tư vốn vào đơn vị khác,26,414.000.000.000,53.801.535.000,,26.0,414000000000.0,53801535000.0
7.,II. > 7.,7.,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,12.606.549.140,886.466.361,,27.0,12606549140.0,886466361.0
,,,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(158.403.467.153),(827.244.498.778),,30.0,-158403467153.0,-827244498778.0
III.,III.,III.,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
1.,III. > 1.,1.,Tiền thu từ đi vay,33,2.155.593.160.852,1.357.108.093.135,,33.0,2155593160852.0,1357108093135.0
2.,III. > 2.,2.,Tiền trả nợ gốc vay,34,(1.159.019.684.507),(693.319.566.660),,34.0,-1159019684507.0,-693319566660.0
3.,III. > 3.,3.,"Cổ tức, lợi nhuận đã trả cho chủ sở hữu",36,(256.000.000.000),-,,36.0,-256000000000.0,
,,,Lưu chuyển tiền thuần từ hoạt động tài chính,40,740.573.476.345,663.788.526.475,,40.0,740573476345.0,663788526475.0
,,,Lưu chuyển tiền thuần trong năm (50=20+30+40),50,537.939.596.109,(168.673.693.193),,50.0,537939596109.0,-168673693193.0
,,,Tiền và tương đương tiền đầu năm,60,26.415.936.779,195.089.629.972,,60.0,26415936779.0,195089629972.0
,,,Tiền và tương đương tiền cuối năm (70=50+60),70,564.355.532.888,26.415.936.779,,70.0,564355532888.0,26415936779.0
