row_label_raw,row_label_full,Công ty Cổ phần Thủy điện Năm Chiến (ii),Số cuối năm > Giá gốc > 302.295.301.000,Số cuối năm > Dự phòng > -,Số cuối năm > VNDGiá trị hợp lý,Số cuối năm > Giá gốc > -,Số đầu năm > Dự phòng > -,Số đầu năm > VNDGiá trị hợp lý,numeric__Số cuối năm > Giá gốc > 302.295.301.000,numeric__Số cuối năm > Dự phòng > -,numeric__Số cuối năm > VNDGiá trị hợp lý,numeric__Số cuối năm > Giá gốc > -,numeric__Số đầu năm > Dự phòng > -,numeric__Số đầu năm > VNDGiá trị hợp lý
Công ty Cổ phần Điện Việt Lào (ii),Công ty Cổ phần Điện Việt Lào (ii),Công ty Cổ phần Điện Việt Lào (ii),317.549.656.500,-,,317.549.656.500,-,,317549656500.0,,,317549656500.0,,
Công ty Cổ phần Thủy điện Sông Tranh 3 (ii),Công ty Cổ phần Thủy điện Sông Tranh 3 (ii),Công ty Cổ phần Thủy điện Sông Tranh 3 (ii),29.341.800.000,5.114.466.414,,29.341.800.000,6.313.919.564,,29341800000.0,5114466414.0,,29341800000.0,6313919564.0,
Công ty Cổ phần EVN Quốc tế (i),Công ty Cổ phần EVN Quốc tế (i),Công ty Cổ phần EVN Quốc tế (i),28.222.000.000,-,63.781.720.000,28.222.000.000,-,69.990.560.000,28222000000.0,,63781720000.0,28222000000.0,,69990560000.0
Công ty Cổ phần Phát triển Đỗ thị Dầu khí (ii),Công ty Cổ phần Phát triển Đỗ thị Dầu khí (ii),Công ty Cổ phần Phát triển Đỗ thị Dầu khí (ii),18.202.000.000,18.202.000.000,,18.202.000.000,18.202.000.000,,18202000000.0,18202000000.0,,18202000000.0,18202000000.0,
Công ty Cổ phần Công nghệ Thông tin Viễn thông và Tự động hóa Dầu khí (ii),Công ty Cổ phần Công nghệ Thông tin Viễn thông và Tự động hóa Dầu khí (ii),Công ty Cổ phần Công nghệ Thông tin Viễn thông và Tự động hóa Dầu khí (ii),5.040.000.000,-,,5.040.000.000,-,,5040000000.0,,,5040000000.0,,
Công ty Cổ phần Cơ điện Dầu khí (ii),Công ty Cổ phần Cơ điện Dầu khí (ii),Công ty Cổ phần Cơ điện Dầu khí (ii),1.000.000.000,265.660.876,,1.000.000.000,260.237.063,,1000000000.0,265660876.0,,1000000000.0,260237063.0,
,,,701.650.757.500,23.582.127.290,,399.355.456.500,24.776.156.627,,701650757500.0,23582127290.0,,399355456500.0,24776156627.0,
