row_label_raw,row_label_full,Ông Hoàng Văn Quang,Chủ tịch,numeric__Chủ tịch
Ông Lê Như Linh,Ông Lê Như Linh,Ông Lê Như Linh,Thành viên,
Bà Vũ Thị Tố Nga,Bà Vũ Thị Tố Nga,Bà Vũ Thị Tố Nga,Thành viên,
Bà Nguyễn Hoàng Yến,Bà Nguyễn Hoàng Yến,Bà Nguyễn Hoàng Yến,Thành viên,
Ông Nguyễn Anh Tuấn,Ông Nguyễn Anh Tuấn,Ông Nguyễn Anh Tuấn,Thành viên,
Bà Nguyễn Thị Ngọc Bích,Bà Nguyễn Thị Ngọc Bích,Bà Nguyễn Thị Ngọc Bích,Thành viên,
Ông Nguyễn Bá Phước,Ông Nguyễn Bá Phước,Ông Nguyễn Bá Phước,Thành viên độc lập,
Ông Vũ Chí Cường,Ông Vũ Chí Cường,Ông Vũ Chí Cường,Thành viên độc lập (Không còn là thành viên độc lập kể từ ngày 26 tháng 12 năm 2024),
