row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGĂN HẠN,100,,29.980.558.720.344,29.041.954.766.360,,100.0,,29980558720344.0,29041954766360.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,4,11.564.348.565.017,8.439.697.613.959,,110.0,4.0,11564348565017.0,8439697613959.0
1.,1.,1.,Tiền,111,,445.882.067.932,689.471.208.936,,111.0,,445882067932.0,689471208936.0
2.,2.,2.,Các khoản tương đương tiền,112,,11.118.466.497.085,7.750.226.405.023,,112.0,,11118466497085.0,7750226405023.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,5,4.111.871.588.588,2.390.860.369.713,,120.0,5.0,4111871588588.0,2390860369713.0
1.,1.,1.,Đầu tư nằm giữ đến ngày đáo hạn,123,,4.111.871.588.588,2.390.860.369.713,,123.0,,4111871588588.0,2390860369713.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,11.873.163.177.188,14.560.455.738.875,,130.0,,11873163177188.0,14560455738875.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,11.120.910.645.480,12.710.473.335.096,,131.0,6.0,11120910645480.0,12710473335096.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,7,296.909.444.148,1.274.052.578.149,,132.0,7.0,296909444148.0,1274052578149.0
3.,3.,3.,Phải thu ngắn hạn khác,136,8,950.858.469.914,1.092.912.475.273,,136.0,8.0,950858469914.0,1092912475273.0
4.,4.,4.,Dự phòng phải thu ngắn hạn khó đòi,137,9,(495.515.382.354),(516.982.649.643),,137.0,9.0,-495515382354.0,-516982649643.0
IV.,IV.,IV.,Hàng tồn kho,140,10,1.795.106.165.854,2.167.403.571.132,,140.0,10.0,1795106165854.0,2167403571132.0
1.,1.,1.,Hàng tồn kho,141,,1.795.106.165.854,2.167.403.571.132,,141.0,,1795106165854.0,2167403571132.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,636.069.223.697,1.483.537.472.681,,150.0,,636069223697.0,1483537472681.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,11,110.171.026.406,75.215.542.846,,151.0,11.0,110171026406.0,75215542846.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,507.796.506.263,1.408.321.929.835,,152.0,,507796506263.0,1408321929835.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,19,18.101.691.028,,,153.0,19.0,18101691028.0,
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,49.934.474.009.218,41.320.135.548.249,,200.0,,49934474009218.0,41320135548249.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,353.163.000,442.027.000,,210.0,,353163000.0,442027000.0
1.,1.,1.,Phải thu dài hạn khác,216,8,353.163.000,442.027.000,,216.0,8.0,353163000.0,442027000.0
II.,II.,II.,Tài sản cố định,220,,24.321.200.716.711,26.401.678.076.837,,220.0,,24321200716711.0,26401678076837.0
1.,1.,1.,Tài sản cố định hữu hình,221,12,24.269.762.261.846,26.362.420.358.359,,221.0,12.0,24269762261846.0,26362420358359.0
,,,- Nguyên giá,222,,70.534.998.041.647,69.803.122.582.501,,222.0,,70534998041647.0,69803122582501.0
,,,- Giá trị hao mòn lũy kế,223,,(46.265.235.779.801),(43.440.702.224.142),,223.0,,-46265235779801.0,-43440702224142.0
2.,2.,2.,Tài sản cố định vô hình,227,13,51.438.454.865,39.257.718.478,,227.0,13.0,51438454865.0,39257718478.0
,,,- Nguyên giá,228,,119.562.949.947,103.936.732.947,,228.0,,119562949947.0,103936732947.0
,,,- Giá trị hao mòn lũy kế,229,,(68.124.495.082),(64.679.014.469),,229.0,,-68124495082.0,-64679014469.0
III.,III.,III.,Tài sản dở dang dài hạn,240,,19.758.833.869.004,9.031.969.199.854,,240.0,,19758833869004.0,9031969199854.0
1.,1.,1.,Chi phí xây dựng cơ bản dở dang,242,14,19.758.833.869.004,9.031.969.199.854,,242.0,14.0,19758833869004.0,9031969199854.0
IV.,IV.,IV.,Đầu tư tài chính dài hạn,250,5,766.206.340.227,959.549.465.097,,250.0,5.0,766206340227.0,959549465097.0
1.,1.,1.,Đầu tư vào công ty liên kết,252,,88.137.710.017,584.970.165.224,,252.0,,88137710017.0,584970165224.0
2.,2.,2.,Đầu tư góp vốn vào đơn vị khác,253,,701.650.757.500,399.355.456.500,,253.0,,701650757500.0,399355456500.0
3.,3.,3.,Dự phòng đầu tư tài chính dài hạn,254,,(23.582.127.290),(24.776.156.627),,254.0,,-23582127290.0,-24776156627.0
V.,V.,V.,Tài sản dài hạn khác,260,,5.087.879.920.276,4.926.496.779.461,,260.0,,5087879920276.0,4926496779461.0
1.,1.,1.,Chi phí trả trước dài hạn,261,11,4.404.662.737.999,4.223.720.717.432,,261.0,11.0,4404662737999.0,4223720717432.0
2.,2.,2.,Tài sản thuê thu nhập hoãn lại,262,15,76.335.415.657,76.335.415.657,,262.0,15.0,76335415657.0,76335415657.0
3.,3.,3.,Thiết bị vật tư phụ tùng thay thế dài hạn,263,16,606.881.766.620,626.440.646.372,,263.0,16.0,606881766620.0,626440646372.0
,,,TỔNG CỘNG TÀI SẢN (270=100+200),270,,79.915.032.729.562,70.362.090.314.609,,270.0,,79915032729562.0,70362090314609.0
