row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
III.,III.,III.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
1.,III. > 1.,1.,"Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",31,21.000.000.000,81.900.000.000,,31.0,21000000000.0,81900000000.0
2.,III. > 2.,2.,Tiền thu từ đi vay,33,15.799.893.040.032,13.107.063.893.530,,33.0,15799893040032.0,13107063893530.0
3.,III. > 3.,3.,Tiền trả nợ gốc vay,34,(5.934.383.983.944),(9.503.032.107.523),,34.0,-5934383983944.0,-9503032107523.0
4.,III. > 4.,4.,"Cổ tức, lợi nhuận đã trả cho chủ sở hữu",36,(132.353.448.916),(365.053.044.540),,36.0,-132353448916.0,-365053044540.0
4.,III. > 4.,4.,Lưu chuyển tiền thuần từ hoạt động tài chính,40,9.754.155.607.172,3.320.878.741.467,,40.0,9754155607172.0,3320878741467.0
4.,III. > 4.,4.,Lưu chuyển tiền thuần trong năm (50=20+30+40),50,3.124.589.714.649,187.591.543.342,,50.0,3124589714649.0,187591543342.0
4.,III. > 4.,4.,Tiền và tương đương tiền đầu năm,60,8.439.697.613.959,8.251.731.998.519,,60.0,8439697613959.0,8251731998519.0
4.,III. > 4.,4.,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,61.236.409,374.072.098,,61.0,61236409.0,374072098.0
4.,III. > 4.,4.,Tiền và tương đương tiền cuối năm (70=50+60+61),70,11.564.348.565.017,8.439.697.613.959,,70.0,11564348565017.0,8439697613959.0
