row_label_raw,row_label_full,Lợi nhuận trong năm phân bố cho các cổ đông sở hữu cổ phiếu phổ thông (VND),Năm nay > 1.111.588.278.970,Năm trước(Trình bày lại) > 1.038.363.942.297,numeric__Năm nay > 1.111.588.278.970,numeric__Năm trước(Trình bày lại) > 1.038.363.942.297
"Trừ: Trích lập Quỹ khen thưởng, phúc lợi (VND)","Trừ: Trích lập Quỹ khen thưởng, phúc lợi (VND)","Trừ: Trích lập Quỹ khen thưởng, phúc lợi (VND)",-,(214.401.831.301),,-214401831301.0
Lợi nhuận để tính lãi cơ bản trên cổ phiếu (VND),Lợi nhuận để tính lãi cơ bản trên cổ phiếu (VND),Lợi nhuận để tính lãi cơ bản trên cổ phiếu (VND),1.111.588.278.970,823.962.110.995,1111588278970.0,823962110995.0
Số bình quân gia quyền của cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu (cổ phiếu),Số bình quân gia quyền của cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu (cổ phiếu),Số bình quân gia quyền của cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu (cổ phiếu),2.341.871.600,2.341.871.600,2341871600.0,2341871600.0
Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),475,352,475.0,352.0
