row_label_raw,row_label_full,col_0,Miền Bắc > Năm nay,Miền Bắc > Năm trước,Miền Trung > Năm nay,Miền Trung > Năm trước,Miền Nam > Năm nay,Miền Nam > Năm trước,Điều chỉnh > Năm nay,Điều chỉnh > Năm trước,Cộng > Năm nay,Cộng > Năm trước,numeric__Miền Bắc > Năm nay,numeric__Miền Bắc > Năm trước,numeric__Miền Trung > Năm nay,numeric__Miền Trung > Năm trước,numeric__Miền Nam > Năm nay,numeric__Miền Nam > Năm trước,numeric__Điều chỉnh > Năm nay,numeric__Điều chỉnh > Năm trước,numeric__Cộng > Năm nay,numeric__Cộng > Năm trước
I. Thu nhập,I. Thu nhập,I. Thu nhập,1.461.648,1.081.059,1.238.088,969.713,7.831.139,6.725.968,(416.229),(406.962),10.114.646,8.369.778,1461648.0,1081059.0,1238088.0,969713.0,7831139.0,6725968.0,-416229.0,-406962.0,10114646.0,8369778.0
1. Thu nhập lãi,1. Thu nhập lãi,1. Thu nhập lãi,1.013.127,875.775,1.151.756,897.240,6.648.482,5.745.193,(416.229),(406.962),8.397.136,7.111.246,1013127.0,875775.0,1151756.0,897240.0,6648482.0,5745193.0,-416229.0,-406962.0,8397136.0,7111246.0
2. Thu nhập từ hoạt động dịch vụ,2. Thu nhập từ hoạt động dịch vụ,2. Thu nhập từ hoạt động dịch vụ,375.814,164.981,36.516,37.337,539.889,372.310,-,-,952.219,574.628,375814.0,164981.0,36516.0,37337.0,539889.0,372310.0,,,952219.0,574628.0
3. Thu nhập từ hoạt động kinh doanh khác,3. Thu nhập từ hoạt động kinh doanh khác,3. Thu nhập từ hoạt động kinh doanh khác,72.707,40.303,49.816,35.136,642.768,608.465,-,-,765.291,683.904,72707.0,40303.0,49816.0,35136.0,642768.0,608465.0,,,765291.0,683904.0
II. Chi phí,II. Chi phí,II. Chi phí,556.806,613.008,1.025.310,824.700,5.802.334,5.404.026,(416.229),(406.962),6.968.221,6.434.772,556806.0,613008.0,1025310.0,824700.0,5802334.0,5404026.0,-416229.0,-406962.0,6968221.0,6434772.0
1. Chi phí lãi,1. Chi phí lãi,1. Chi phí lãi,412.433,487.975,801.475,626.589,3.831.887,3.212.418,(416.229),(406.962),4.629.566,3.920.020,412433.0,487975.0,801475.0,626589.0,3831887.0,3212418.0,-416229.0,-406962.0,4629566.0,3920020.0
2. Chi phí khấu hao TSCĐ,2. Chi phí khấu hao TSCĐ,2. Chi phí khấu hao TSCĐ,1.115,831,8.420,7.374,69.112,73.434,-,-,78.647,81.639,1115.0,831.0,8420.0,7374.0,69112.0,73434.0,,,78647.0,81639.0
3. Chi phí liên quan trực tiếp đến hoạt động kinh doanh,3. Chi phí liên quan trực tiếp đến hoạt động kinh doanh,3. Chi phí liên quan trực tiếp đến hoạt động kinh doanh,143.258,124.202,215.415,190.737,1.901.335,2.118.174,-,-,2.260.008,2.433.113,143258.0,124202.0,215415.0,190737.0,1901335.0,2118174.0,,,2260008.0,2433113.0
Kết quả kinh doanh trước chi phí dự phòng rủi ro,Kết quả kinh doanh trước chi phí dự phòng rủi ro,Kết quả kinh doanh trước chi phí dự phòng rủi ro,904.842,468.051,212.778,145.013,2.028.805,1.321.942,-,-,3.146.425,1.935.006,904842.0,468051.0,212778.0,145013.0,2028805.0,1321942.0,,,3146425.0,1935006.0
Chi phí dự phòng rủi ro,Chi phí dự phòng rủi ro,Chi phí dự phòng rủi ro,45.285,69.472,64.880,82.621,713.564,670.855,-,-,823.729,822.948,45285.0,69472.0,64880.0,82621.0,713564.0,670855.0,,,823729.0,822948.0
Kết quả kinh doanh bộ phận,Kết quả kinh doanh bộ phận,Kết quả kinh doanh bộ phận,859.557,398.579,147.898,62.392,1.315.241,651.087,-,-,2.322.696,1.112.058,859557.0,398579.0,147898.0,62392.0,1315241.0,651087.0,,,2322696.0,1112058.0
