row_label_raw,row_label_full,col_0,Số đầu năm Phải nộp,Số phát sinh trong năm > Số phải nộp,Số phát sinh trong năm > Số đã nộp,Số cuối năm Phải nộp,numeric__Số đầu năm Phải nộp,numeric__Số phát sinh trong năm > Số phải nộp,numeric__Số phát sinh trong năm > Số đã nộp,numeric__Số cuối năm Phải nộp
Thuế GTGT,Thuế GTGT,Thuế GTGT,7.123,83.834,(57.291),33.666,7123.0,83834.0,-57291.0,33666.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,99.207,466.518,(346.951),218.774,99207.0,466518.0,-346951.0,218774.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,11.042,74.394,(70.142),15.294,11042.0,74394.0,-70142.0,15294.0
Cộng,Cộng,Cộng,117.372,624.746,(474.384),267.734,117372.0,624746.0,-474384.0,267734.0
