row_label_raw,row_label_full,"Số lượng cán bộ, nhân viên tại cuối năm (người)",Năm nay > 3.225,Năm trước > 3.717,numeric__Năm nay > 3.225,numeric__Năm trước > 3.717
Số lượng nhân viên bình quân (người),Số lượng nhân viên bình quân (người),Số lượng nhân viên bình quân (người),3.398,3.760,3398.0,3760.0
Thu nhập của nhân viên,Thu nhập của nhân viên,Thu nhập của nhân viên,Thu nhập của nhân viên,Thu nhập của nhân viên,,
Tổng quỹ lương,Thu nhập của nhân viên > Tổng quỹ lương,Tổng quỹ lương,988.713,970.477,988713.0,970477.0
Tiền thường,Thu nhập của nhân viên > Tiền thường,Tiền thường,152.589,88.738,152589.0,88738.0
Tổng thu nhập,Thu nhập của nhân viên > Tổng thu nhập,Tổng thu nhập,1.141.302,1.059.215,1141302.0,1059215.0
Tiền lương bình quân/tháng,Thu nhập của nhân viên > Tiền lương bình quân/tháng,Tiền lương bình quân/tháng,24,22,24.0,22.0
Thu nhập bình quân/tháng,Thu nhập của nhân viên > Thu nhập bình quân/tháng,Thu nhập bình quân/tháng,28,23,28.0,23.0
