row_label_raw,row_label_full,Nhóm nợ,Nhóm nợ_1,Nhóm nợ theo phương pháp định lượng,Tỷ lệ dự phòng,numeric__Nhóm nợ_1,numeric__Nhóm nợ theo phương pháp định lượng,numeric__Tỷ lệ dự phòng
,,,,"- Khoản nợ vi phạm quy định tại các Khoản 1, 3, 4, 5, 6; Điều 134 Luật các TCTD; hoặc- Khoản nợ vi phạm quy định tại các Khoản 1, 2, 3, 4; Điều 135 Luật các TCTD; hoặc- Khoản nợ vi phạm quy định tại các Khoản 1, 2, 5, 9; Điều 136 Luật các TCTD; hoặc(e) Khoản nợ trong thời hạn thu hồi theo kết luận thanh tra, kiểm tra; hoặc(f) Nợ được phân loại vào Nhóm 3 theo quy định tại Khoản 2, Khoản 3, Điều 10, Thông tư số 31; hoặc(g) Khoản nợ thu hồi theo quyết định thu hồi nợ trước hạn của ngân hàng, TCTD phi ngân hàng do khách hàng vi phạm thỏa thuận với ngân hàng, TCTD phi ngân hàng chưa thu hồi được trong thời gian 30 ngày kể từ ngày có quyết định thu hồi;(h) Khoản nợ phải phân loại vào Nhóm 3 theo quy định tại Khoản 4, Điều 8, Thông tư số 31.",,,,
4,4,4,Nợ nghi ngờ,"(a) Nợ quá hạn từ 181 ngày cho đến 360 ngày; hoặc(b) Nợ cơ cấu lại thời hạn trả nợ lần đầu quá hạn đến 90 ngày theo thời hạn trả nợ được cơ cấu lại lần đầu; hoặc(c) Nợ cơ cấu lại thời hạn trả nợ lần thứ hai; hoặc(d) Khoản nợ quy định tại điểm (d) của nợ Nhóm 3 chưa thu hồi được trong thời gian từ 30 ngày đến 60 ngày kể từ ngày có quyết định thu hồi; hoặc(e) Khoản nợ thu hồi theo kết luận thanh tra, kiểm tra nhưng quá thời hạn thu hồi theo kết luận thanh tra, kiểm tra đến 60 ngày mà chưa thu hồi được; hoặc(f) Nợ được phân loại vào Nhóm 4 theo quy định tại Khoản 2, Khoản 3, Điều 10, Thông tư số 31; hoặc(g) Khoản nợ phải thu hồi theo quyết định thu hồi nợ trước hạn của ngân hàng, TCTD phi ngân hàng do khách hàng vi phạm thỏa thuận với ngân hàng, TCTD phi ngân hàng chưa thu hồi được trong thời gian từ 30 ngày đến 60 ngày kể từ ngày có quyết định thu hồi.(h) Khoản nợ được phân loại vào Nhóm 4 theo quy định tại Khoản 4, Điều 8, Thông tư số 31.",50%,,,0.5
5,5,5,Nợ có khả năng mất vốn,"(a) Nợ quá hạn trên 360 ngày; hoặc(b) Nợ cơ cấu lại thời hạn trả nợ lần đầu quá hạn từ 91 ngày trở lên theo thời hạn trả nợ được cơ cấu lại lần đầu; hoặc(c) Nợ cơ cấu lại thời hạn trả nợ lần thứ hai và quá hạn theo thời hạn trả nợ được cơ cấu lại lần thứ hai; hoặc(d) Nợ cơ cấu lại thời hạn trả nợ lần thứ ba trở lên, kể cả chưa bị quá hạn hoặc đã quá hạn; hoặc(e) Khoản nợ quy định tại điểm (d) của Nợ dưới tiêu chuẩn chưa thu hồi được trong thời gian trên 60 ngày kể từ ngày có quyết định thu hồi; hoặc(f) Nợ phải thu hồi theo kết luận thanh tra, kiểm tra nhưng quá thời hạn thu hồi theo kết luận thanh tra, kiểm tra trên 60 ngày mà vẫn chưa thu hồi được; hoặc(g) Nợ phải thu hồi theo quyết định thu hồi nợ trước hạn do khách hàng vi phạm thỏa thuận chưa thu hồi được trên 60 ngày kể từ ngày có quyết định thu hồi; hoặc(h) Nợ của khách hàng là TCTD được Ngân hàng Nhà nước Việt Nam công bố đặt vào tính trạng kiểm soát đặt biệt, hoặc chi nhánh ngân hàng nước ngoài bị phong tỏa vốn và tài sản.",100%,,,1.0
