row_label_raw,row_label_full,Nhóm nợ,Nhóm nợ_1,Nhóm nợ theo phương pháp định lượng,Tỷ lệ dự phòng,numeric__Nhóm nợ_1,numeric__Nhóm nợ theo phương pháp định lượng,numeric__Tỷ lệ dự phòng
1,1,1,Nợ đủ tiêu chuẩn,"(a) Nợ trong hạn và được đánh giá là có khả năng thu hồi đầy đủ cả gốc và lãi đúng hạn; hoặc(b) Nợ quá hạn dưới 10 ngày và được đánh giá là có khả năng thu hồi đầy đủ nợ gốc và lãi bị quá hạn và thu hồi đầy đủ nợ gốc và nợ lãi còn lại đúng thời hạn.(c) Nợ được phân loại vào Nhóm 1 theo quy định tại Khoản 2, Điều 10, Thông tư số 31.",0%,,,0.0
2,2,2,Nợ cần chú ý,"(a) Nợ quá hạn từ 10 ngày đến 90 ngày; hoặc(b) Nợ điều chỉnh kỳ hạn trả nợ lần đầu.(c) Nợ được phân loại vào Nhóm 2 theo quy định tại Khoản 2, Khoản 3, Điều 10, Thông tư số 31.",5%,,,0.05
3,3,3,Nợ dưới tiêu chuẩn,(a) Nợ quá hạn từ 91 ngày đến 180 ngày; hoặc(b) Nợ gia hạn nợ lần đầu; hoặc(c) Nợ được miễn hoặc giảm lãi do khách hàng không đủ khả năng trả lãi đầy đủ theo hợp đồng tín dụng; hoặc(d) Nợ thuộc một trong các trường hợp sau đây chưa thu hồi được trong thời gian dưới 30 ngày kể từ ngày có quyết định thu hồi:,20%,,,0.2
