row_label_raw,row_label_full,Số đầu năm,Năm nay > (99.356),Năm trước > (29.304),numeric__Năm nay > (99.356),numeric__Năm trước > (29.304)
Trích lập dự phòng,Trích lập dự phòng,Trích lập dự phòng,(30.561),(70.052),-30561.0,-70052.0
Số cuối năm,Số cuối năm,Số cuối năm,(129.917),(99.356),-129917.0,-99356.0
