row_label_raw,row_label_full,col_0,31.12.2018 > Nguyên giá Triệu VND,31.12.2018 > Giá trị ghi sổ Triệu VND,31.12.2017 > Nguyên giá Triệu VND,31.12.2017 > Giá trị ghi sổ Triệu VND,numeric__31.12.2018 > Nguyên giá Triệu VND,numeric__31.12.2018 > Giá trị ghi sổ Triệu VND,numeric__31.12.2017 > Nguyên giá Triệu VND,numeric__31.12.2017 > Giá trị ghi sổ Triệu VND
Công ty Cổ phần Sài Gòn Kim hoàn ACB-SJC,Công ty Cổ phần Sài Gòn Kim hoàn ACB-SJC,Công ty Cổ phần Sài Gòn Kim hoàn ACB-SJC,1.000,933,1.000,1.280,1000.0,933.0,1000.0,1280.0
Công ty Cổ phần Dịch vụ Bảo vệ Ngân hàng Á Châu,Công ty Cổ phần Dịch vụ Bảo vệ Ngân hàng Á Châu,Công ty Cổ phần Dịch vụ Bảo vệ Ngân hàng Á Châu,200,465,200,388,200.0,465.0,200.0,388.0
,,,1.200,1.398,1.200,1.668,1200.0,1398.0,1200.0,1668.0
