row_label_raw,row_label_full,col_0,31.12.2018Triệu VND,31.12.2017Triệu VND,numeric__31.12.2018Triệu VND,numeric__31.12.2017Triệu VND
Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,,
Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,,
Chứng khoán Chính phủ,Chứng khoán Nợ > Chứng khoán Chính phủ,Chứng khoán Chính phủ,7.493.482,7.058.817,7493482.0,7058817.0
Chứng khoán nợ do các TCTD trong nước phát hành,Chứng khoán Nợ > Chứng khoán nợ do các TCTD trong nước phát hành,Chứng khoán nợ do các TCTD trong nước phát hành,-,203.166,,203166.0
Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,,
Chứng khoán vốn do các TCKT trong nước phát hành,Chứng khoán Vốn > Chứng khoán vốn do các TCKT trong nước phát hành,Chứng khoán vốn do các TCKT trong nước phát hành,708.161,745.508,708161.0,745508.0
Tổng chứng khoán đầu tư sẵn sàng để bán,Chứng khoán Vốn > Tổng chứng khoán đầu tư sẵn sàng để bán,Tổng chứng khoán đầu tư sẵn sàng để bán,8.201.643,8.007.491,8201643.0,8007491.0
Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,,
Dự phòng giảm giá chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán > Dự phòng giảm giá chứng khoán đầu tư sẵn sàng để bán,Dự phòng giảm giá chứng khoán đầu tư sẵn sàng để bán,(437.267),(425.467),-437267.0,-425467.0
,,,7.764.376,7.582.024,7764376.0,7582024.0
Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),,
Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,,
Chứng khoán Chính phủ (i),Chứng khoán Nợ > Chứng khoán Chính phủ (i),Chứng khoán Chính phủ (i),45.044.524,41.466.355,45044524.0,41466355.0
Chứng khoán nợ do các TCTD trong nước phát hành,Chứng khoán Nợ > Chứng khoán nợ do các TCTD trong nước phát hành,Chứng khoán nợ do các TCTD trong nước phát hành,550.119,3.644.754,550119.0,3644754.0
Tổng chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán Nợ > Tổng chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Tổng chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),45.594.643,45.111.109,45594643.0,45111109.0
Dự phòng rủi ro chứng khoán đầu tư giữ đến ngày đáo hạn,Dự phòng rủi ro chứng khoán đầu tư giữ đến ngày đáo hạn,Dự phòng rủi ro chứng khoán đầu tư giữ đến ngày đáo hạn,Dự phòng rủi ro chứng khoán đầu tư giữ đến ngày đáo hạn,Dự phòng rủi ro chứng khoán đầu tư giữ đến ngày đáo hạn,,
Dự phòng chung,Dự phòng rủi ro chứng khoán đầu tư giữ đến ngày đáo hạn > Dự phòng chung,Dự phòng chung,-,(3.845),,-3845.0
Dự phòng cụ thể,Dự phòng cụ thể,Dự phòng cụ thể,-,-,,
,,,-,(3.845),,-3845.0
,,,45.594.643,45.107.264,45594643.0,45107264.0
Trái phiếu đặc biệt do VAMC phát hành,Trái phiếu đặc biệt do VAMC phát hành,Trái phiếu đặc biệt do VAMC phát hành,Trái phiếu đặc biệt do VAMC phát hành,Trái phiếu đặc biệt do VAMC phát hành,,
Mệnh giá trái phiếu đặc biệt,Trái phiếu đặc biệt do VAMC phát hành > Mệnh giá trái phiếu đặc biệt,Mệnh giá trái phiếu đặc biệt,40.373,40.373,40373.0,40373.0
Dự phòng trái phiếu đặc biệt,Trái phiếu đặc biệt do VAMC phát hành > Dự phòng trái phiếu đặc biệt,Dự phòng trái phiếu đặc biệt,(19.331),(11.256),-19331.0,-11256.0
,,,21.042,29.117,21042.0,29117.0
Tổng chứng khoán đầu tư,Trái phiếu đặc biệt do VAMC phát hành > Tổng chứng khoán đầu tư,Tổng chứng khoán đầu tư,53.380.061,52.718.405,53380061.0,52718405.0
